ndb,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg
6962,20.0,0.7,0.1,5.0,1.9,2.55,25.0
6963,16.0,2.0,0.6,0.4,0.0,0.09,200.0
6968,53.0,1.0,3.7,4.53,0.2,1.72,20.0
6969,343.0,9.2,3.1,76.14,7.6,10.0,2400.0
6970,16.0,2.0,0.6,1.2,0.0,0.13,30.0
6971,77.0,0.0,0.0,19.17,0.0,10.03,1300.0
6978,69.0,4.3,2.3,9.58,0.2,0.84,25.0
6980,98.0,5.1,4.6,9.0,0.6,1.68,435.0
6981,438.0,16.7,13.89,64.88,0.2,14.47,1067.0
6982,441.0,10.06,17.73,60.34,3.0,1.99,1727.0
6983,439.0,10.22,17.52,60.23,2.9,1.96,1923.0
7003,238.0,14.24,18.8,2.06,0.0,0.0,1240.0
7004,230.0,15.27,17.2,2.59,0.0,2.35,1297.0
7005,379.0,14.6,34.5,1.29,0.0,1.29,680.0
7006,301.0,14.03,25.87,2.95,1.0,1.33,756.0
7013,333.0,13.72,29.18,2.85,0.0,0.0,846.0
7014,327.0,14.5,28.5,3.1,0.0,0.0,977.0
7015,323.0,14.3,27.8,2.98,0.0,2.98,1112.0
7016,328.0,14.1,29.0,1.51,0.0,1.51,1082.0
7024,223.0,15.51,16.19,2.74,0.0,2.98,1027.0
7025,223.0,12.23,17.29,3.81,0.0,1.21,911.0
7026,239.0,16.06,18.83,0.26,0.0,0.0,1280.0
7027,221.0,16.5,16.7,0.0,0.0,5.0,1194.0
7032,241.0,13.6,18.7,4.0,0.0,0.0,1000.0
7033,245.0,16.18,18.53,2.28,0.0,0.0,1197.0
7034,157.0,13.83,10.9,0.0,0.0,0.0,941.0
7036,290.0,13.9,24.26,2.97,0.0,1.19,563.0
7957,342.0,12.05,30.64,3.63,0.0,0.0,876.0
7963,298.0,10.31,26.28,4.96,0.0,2.7,914.0
7964,302.0,10.67,26.43,5.24,0.0,2.85,1079.0
7965,217.0,16.75,16.55,0.2,0.0,0.0,581.0
7966,267.0,20.94,20.32,0.15,0.0,0.0,698.0
7971,281.0,10.34,23.77,6.31,0.0,1.97,1379.0
7972,286.0,14.4,22.21,8.06,2.3,3.47,666.0
7973,368.0,29.5,25.87,4.24,0.0,4.24,2021.0
7974,253.0,13.33,20.0,4.8,0.0,0.0,900.0
8002,389.0,10.0,4.6,80.3,7.1,21.0,592.0
8010,398.0,4.39,5.12,85.51,2.5,44.32,754.0
8011,397.0,4.45,4.83,85.93,2.6,44.2,725.0
8012,417.0,7.1,9.23,78.65,2.7,33.36,742.0
8034,402.0,4.62,4.02,86.1,0.8,34.28,531.0
8037,489.0,13.67,24.31,53.88,8.9,19.8,26.0
8038,361.0,11.22,1.81,80.49,13.0,8.86,465.0
8039,376.0,9.4,3.7,82.0,10.2,15.2,470.0
8059,406.0,4.51,6.08,85.03,2.3,43.36,740.0
8061,324.0,7.6,1.6,78.9,13.7,32.9,382.0
8066,383.0,7.01,0.9,87.78,1.4,0.0,5.0
8073,380.0,5.5,1.7,90.1,5.0,53.6,95.0
8085,372.0,26.55,7.78,58.11,10.2,21.43,11.0
8090,370.0,7.65,1.75,79.09,4.6,0.57,1.0
8091,71.0,1.71,0.46,14.76,0.8,0.12,2.0
8092,343.0,7.31,2.14,78.42,4.2,1.51,1121.0
8103,50.0,1.44,0.21,10.52,0.5,0.03,6.0
8104,360.0,11.6,1.41,73.19,4.2,0.56,124.0
8105,55.0,1.82,0.34,10.92,0.8,0.76,18.0
8106,366.0,10.6,1.4,75.5,3.3,0.4,571.0
8122,362.0,11.92,6.9,69.52,10.0,1.5,220.0
8123,68.0,2.37,1.36,11.67,1.7,0.46,49.0
8124,366.0,8.62,4.61,76.74,8.3,28.87,454.0
8128,369.0,9.53,4.84,76.08,8.0,25.33,434.0
8142,357.0,13.1,2.9,75.6,12.8,1.6,13.0
8143,56.0,2.0,0.5,11.8,2.7,0.0,2.0
8144,342.0,11.2,2.0,75.2,9.5,0.42,2.0
8145,62.0,2.0,0.4,13.7,1.6,0.08,0.0
8146,366.0,16.26,2.15,76.39,9.4,1.37,5.0
8160,371.0,8.8,1.2,79.6,1.6,0.64,1.0
8161,71.0,1.71,0.46,14.76,0.8,0.12,223.0
8164,65.0,1.23,0.39,13.86,0.7,0.09,2.0
8165,65.0,1.23,0.39,13.86,0.7,0.09,223.0
8177,363.0,10.6,0.82,79.55,2.8,16.63,10.0
8180,71.0,2.54,1.52,12.0,1.7,0.27,71.0
8182,59.0,2.03,0.45,11.74,2.0,0.25,238.0
8183,62.0,2.0,0.4,13.7,1.6,0.08,233.0
8673,350.0,8.81,1.92,79.4,10.3,18.44,2.0
8674,396.0,6.78,4.17,84.94,5.0,21.62,515.0
8675,379.0,7.8,4.88,77.26,6.1,20.26,453.0
8676,387.0,8.59,4.51,79.62,6.3,29.97,695.0
8688,366.0,8.79,4.8,75.67,22.3,14.7,473.0
8689,386.0,9.81,9.8,69.47,7.7,18.71,337.0
8690,390.0,8.18,10.36,70.53,7.0,29.36,356.0
8691,353.0,11.31,4.4,72.58,8.5,20.43,354.0
9001,32.0,0.4,0.3,7.69,1.1,0.0,7.0
9002,23.0,0.4,0.3,4.8,0.3,4.5,3.0
9003,52.0,0.26,0.17,13.81,2.4,10.39,1.0
9004,48.0,0.27,0.13,12.76,1.3,10.1,0.0
9010,74.0,0.28,0.12,19.91,2.6,0.0,26.0
9011,243.0,0.93,0.32,65.89,8.7,57.19,87.0
9012,57.0,0.22,0.07,15.32,2.0,13.32,20.0
9013,83.0,0.2,0.07,20.73,1.9,0.0,19.0
9014,48.0,0.28,0.32,12.31,1.3,10.1,3.0
9019,42.0,0.17,0.1,11.27,1.1,9.39,2.0
9020,68.0,0.16,0.17,17.49,1.2,14.67,2.0
9021,48.0,1.4,0.39,11.12,2.0,9.24,1.0
9022,27.0,0.71,0.16,6.39,1.6,4.79,3.0
9027,83.0,0.53,0.08,21.47,1.6,19.87,4.0
9028,83.0,0.51,0.09,21.45,1.6,0.0,11.0
9029,96.0,0.55,0.04,24.85,1.6,0.0,13.0
9030,320.0,4.9,0.62,82.89,0.0,0.0,13.0
9035,98.0,0.7,0.1,25.1,2.2,0.0,4.0
9036,56.0,0.17,0.45,13.63,0.1,12.79,8.0
9037,160.0,2.0,14.66,8.53,6.7,0.66,7.0
9038,167.0,1.96,15.41,8.64,6.8,0.3,8.0
9039,120.0,2.23,10.06,7.82,5.6,2.42,2.0
9044,333.0,1.25,0.73,80.45,2.5,67.15,13.0
9046,92.0,1.31,0.14,23.1,3.4,19.7,3.0
9048,64.0,1.18,0.43,15.67,5.0,10.67,1.0
9050,57.0,0.74,0.33,14.49,2.4,9.96,1.0
9056,88.0,0.99,0.12,22.31,2.6,0.0,3.0
9057,50.0,1.1,0.26,12.19,5.3,6.89,1.0
9059,103.0,1.07,0.23,27.12,4.9,11.0,2.0
9060,31.0,1.04,0.33,6.73,2.8,3.98,2.0
9066,91.0,0.73,0.1,23.27,1.1,22.17,7.0
9067,114.0,0.71,0.09,29.23,0.8,0.0,7.0
9068,46.0,0.92,0.44,11.02,1.6,9.02,1.0
9070,63.0,1.06,0.2,16.01,2.1,12.82,0.0
9075,102.0,0.59,0.15,26.23,1.5,0.0,3.0
9077,76.0,0.4,0.3,19.95,0.0,0.0,1.0
9078,46.0,0.46,0.13,11.97,3.6,4.27,2.0
9079,308.0,0.17,1.09,82.8,5.3,72.56,5.0
9085,290.0,3.43,0.22,76.98,4.4,62.28,43.0
9086,101.0,1.7,0.6,25.2,2.4,0.0,4.0
9087,282.0,2.45,0.39,75.03,8.0,63.35,2.0
9088,73.0,0.66,0.5,18.4,7.0,0.0,6.0
23296,509.0,11.32,51.36,0.39,0.0,0.0,36.0
23297,562.0,9.58,57.73,1.06,0.0,0.0,34.0
23298,596.0,6.54,63.27,0.0,0.0,0.0,37.0
23299,594.0,6.0,63.3,0.0,0.0,0.0,32.0
23304,206.0,19.71,14.09,0.0,0.0,0.0,63.0
23305,199.0,19.9,13.17,0.11,0.0,0.0,60.0
23306,122.0,21.9,3.87,0.0,0.0,0.0,60.0
23307,160.0,21.47,8.2,0.0,0.0,0.0,65.0
23312,331.0,16.92,29.15,0.13,0.0,0.0,68.0
23313,234.0,20.35,16.93,0.0,0.0,0.0,58.0
23314,330.0,17.61,28.61,0.46,0.0,0.0,65.0
23315,127.0,21.77,4.45,0.01,0.0,0.0,59.0
23321,317.0,17.07,27.64,0.0,0.0,0.0,52.0
23322,404.0,14.54,38.3,0.28,0.0,0.0,57.0
23323,248.0,18.5,19.11,0.58,0.0,0.0,61.0
23324,124.0,23.49,3.34,0.0,0.0,0.0,54.0
23329,121.0,23.44,3.04,0.0,0.0,0.0,54.0
23330,124.0,23.27,3.44,0.0,0.0,0.0,53.0
23331,127.0,23.26,3.74,0.0,0.0,0.0,52.0
23332,120.0,23.28,3.0,0.0,0.0,0.0,50.0
23337,153.0,21.5,7.4,0.0,0.0,0.0,44.0
23338,144.0,21.91,6.21,0.0,0.0,0.0,42.0
23339,163.0,22.43,8.17,0.0,0.0,0.0,45.0
23340,171.0,22.19,9.16,0.0,0.0,0.0,45.0
23341,151.0,22.79,6.67,0.0,0.0,0.0,46.0
23346,188.0,27.26,8.82,0.0,0.0,0.0,56.0
23347,174.0,27.38,7.12,0.0,0.0,0.0,54.0
23348,160.0,29.9,4.49,0.0,0.0,0.0,67.0
23349,163.0,30.08,4.79,0.0,0.0,0.0,69.0
23354,121.0,23.59,2.94,0.0,0.0,0.0,54.0
23355,124.0,23.59,3.26,0.0,0.0,0.0,56.0
23356,116.0,23.59,2.45,0.0,0.0,0.0,55.0
23357,121.0,23.59,2.94,0.0,0.0,0.0,54.0
23362,116.0,23.41,2.52,0.0,0.0,0.0,50.0
23363,121.0,23.37,3.04,0.0,0.0,0.0,53.0
23364,124.0,23.35,3.38,0.0,0.0,0.0,52.0
23365,116.0,23.41,2.52,0.0,0.0,0.0,50.0
23366,139.0,21.94,5.74,0.0,0.0,0.0,44.0
23371,135.0,23.3,4.66,0.0,0.0,0.0,47.0
23372,139.0,21.94,5.74,0.0,0.0,0.0,44.0
23373,143.0,21.78,6.16,0.0,0.0,0.0,45.0
23374,135.0,22.16,5.1,0.0,0.0,0.0,42.0
23379,158.0,30.24,4.11,0.06,0.0,0.0,69.0
23380,150.0,29.81,3.37,0.0,0.0,0.0,67.0
23381,155.0,29.85,3.9,0.0,0.0,0.0,68.0
23382,158.0,29.94,4.26,0.0,0.0,0.0,68.0
23387,191.0,21.54,11.65,0.0,0.0,0.0,45.0
23388,199.0,21.29,12.68,0.0,0.0,0.0,44.0
23496,133.0,22.03,4.99,0.0,0.0,0.0,63.0
23497,157.0,21.2,8.0,0.0,0.0,0.0,61.0
23498,167.0,27.51,6.37,0.0,0.0,0.0,51.0
23499,130.0,22.37,4.55,0.0,0.0,0.0,58.0
23515,173.0,26.36,6.75,0.0,0.0,0.0,71.0
23516,175.0,28.6,5.82,0.0,0.0,0.0,68.0
23517,189.0,29.34,7.04,0.0,0.0,0.0,60.0
23519,161.0,25.73,5.72,0.0,0.0,0.0,73.0
23531,196.0,27.3,8.76,0.0,0.0,0.0,72.0
23533,186.0,28.22,7.25,0.0,0.0,0.0,67.0
23536,177.0,28.41,6.14,0.0,0.0,0.0,67.0
23540,220.0,26.13,12.05,0.0,0.0,0.0,75.0
23541,255.0,23.51,17.13,0.0,0.0,0.0,92.0
23554,182.0,28.29,6.8,0.0,0.0,0.0,67.0
23557,137.0,21.41,5.0,0.0,0.0,0.0,66.0
23558,174.0,26.29,6.8,0.0,0.0,0.0,65.0
23559,164.0,25.8,5.94,0.0,0.0,0.0,71.0
23564,204.0,25.21,10.68,0.0,0.0,0.0,75.0
23565,230.0,28.45,12.04,0.0,0.0,0.0,87.0
23566,214.0,26.62,11.1,0.0,0.0,0.0,61.0
23567,215.0,18.59,15.0,0.0,0.0,0.0,66.0
23573,270.0,25.75,17.78,0.0,0.0,0.0,75.0
23574,246.0,24.04,15.94,0.0,0.0,0.0,83.0
23575,272.0,27.0,17.36,0.0,0.0,0.0,91.0
23576,254.0,25.25,16.17,0.0,0.0,0.0,67.0
23581,254.0,24.56,16.5,0.0,0.0,0.0,70.0
23582,134.0,22.53,4.2,0.0,0.0,0.0,55.0
23583,148.0,22.06,5.93,0.0,0.0,0.0,55.0
23584,127.0,22.27,3.54,0.0,0.0,0.0,56.0
23589,177.0,29.44,5.73,0.0,0.0,0.0,62.0
23590,164.0,28.45,4.67,0.0,0.0,0.0,38.0
23591,163.0,29.59,4.11,0.0,0.0,0.0,39.0
23592,177.0,31.61,4.65,0.0,0.0,0.0,43.0
23598,169.0,29.73,4.71,0.0,0.0,0.0,38.0
23599,141.0,22.33,5.04,0.0,0.0,0.0,56.0
23600,200.0,29.04,8.39,0.0,0.0,0.0,60.0
23601,153.0,22.12,6.52,0.0,0.0,0.0,56.0
23606,189.0,29.3,7.09,0.0,0.0,0.0,61.0
23607,138.0,22.93,5.15,0.0,0.0,0.0,57.0
23608,185.0,31.82,5.45,0.0,0.0,0.0,42.0
23609,135.0,22.91,4.09,0.0,0.0,0.0,61.0
23614,224.0,34.72,8.37,0.0,0.0,0.0,56.0
23615,203.0,33.13,6.79,0.0,0.0,0.0,53.0
23616,128.0,22.88,3.38,0.0,0.0,0.0,57.0
23617,140.0,22.69,4.78,0.0,0.0,0.0,57.0
27002,32.0,2.08,0.26,5.25,0.2,0.34,406.0
27035,350.0,10.89,2.5,70.95,2.7,0.85,1200.0
27046,245.0,0.36,0.13,60.66,0.6,30.54,712.0
27047,38.0,1.13,0.89,6.36,1.9,3.5,906.0
27048,95.0,1.25,0.23,22.04,1.5,9.82,1647.0
27049,211.0,1.0,16.7,13.3,0.5,4.25,667.0
27055,192.0,0.95,0.43,46.08,1.3,38.37,765.0
27056,170.0,0.91,0.67,39.95,1.0,35.29,1012.0
27057,160.0,1.0,0.52,37.92,1.4,30.95,613.0
27058,132.0,0.44,1.41,29.45,0.5,23.49,1517.0
27064,292.0,2.23,10.9,46.13,6.1,13.2,3390.0
27065,119.0,5.44,3.7,15.89,4.9,0.99,443.0
27066,503.0,1.09,50.89,10.05,1.0,8.98,730.0
27068,119.0,5.44,3.7,15.89,4.9,0.99,443.0
28289,489.0,3.5,25.8,64.1,4.4,35.8,182.0
28290,562.0,8.1,35.3,52.9,3.5,30.9,371.0
28291,509.0,3.0,24.1,70.09,0.9,41.1,257.0
28292,482.0,7.1,20.4,67.6,3.5,12.0,883.0
28297,412.0,3.71,11.14,74.3,14.9,29.71,316.0
28298,345.0,2.77,9.68,61.58,11.1,38.73,290.0
28299,436.0,2.94,13.24,76.17,2.9,41.18,471.0
28300,398.0,2.61,18.29,55.62,2.6,31.36,500.0
28301,523.0,10.34,31.03,50.52,3.4,0.0,448.0
28306,297.0,11.25,7.45,46.36,4.9,2.72,409.0
28307,291.0,9.62,5.65,50.43,2.2,3.55,465.0
28308,463.0,7.29,17.84,68.37,4.9,10.43,748.0
28309,460.0,3.02,22.55,61.22,5.1,45.16,241.0
28314,437.0,8.33,16.67,63.49,2.8,11.11,639.0
28315,253.0,7.05,5.29,44.38,3.5,14.11,388.0
28316,188.0,13.16,0.0,33.88,5.3,2.63,474.0
28317,205.0,14.3,0.0,36.82,5.7,2.86,515.0
28322,241.0,9.9,1.24,47.47,6.2,8.66,359.0
28324,350.0,10.53,1.32,74.11,7.9,10.53,1632.0
28325,442.0,6.45,16.13,67.66,9.7,12.9,177.0
28326,465.0,14.12,21.18,54.59,9.4,9.41,635.0
28327,384.0,7.14,7.14,72.81,7.1,0.0,571.0
28332,474.0,2.19,17.89,76.03,2.5,49.0,275.0
28333,541.0,4.06,30.42,62.82,1.6,40.99,122.0
28334,515.0,0.0,24.18,74.39,0.0,42.31,111.0
28335,493.0,2.66,20.47,74.61,0.5,46.68,201.0
28340,310.0,7.99,6.4,55.1,3.6,9.53,707.0
28341,239.0,3.34,2.65,50.47,5.1,6.87,593.0
28342,257.0,5.65,8.2,40.24,2.9,2.98,544.0
28343,329.0,11.8,11.6,44.29,11.2,4.2,507.0
28349,365.0,4.02,10.04,64.62,16.1,32.14,562.0
28350,447.0,10.0,22.5,51.08,5.0,25.0,213.0
28351,406.0,7.05,10.58,70.54,3.5,21.16,370.0
28352,423.0,4.17,10.42,78.16,2.1,37.5,354.0
14155,34.0,0.0,0.0,8.8,0.0,8.8,12.0
14156,5.0,0.25,0.08,0.7,0.0,0.0,83.0
14157,41.0,0.0,0.0,10.6,0.0,10.6,13.0
14158,78.0,0.07,0.0,2.38,0.0,0.0,0.0
14163,101.0,4.22,1.69,17.3,1.3,8.44,63.0
14164,57.0,3.32,0.97,8.81,0.0,7.81,60.0
14165,17.0,0.0,0.11,4.11,0.0,3.97,40.0
14166,0.0,0.0,0.0,0.1,0.0,0.0,16.0
14173,36.0,2.14,1.07,4.27,0.0,3.91,34.0
14174,21.0,0.0,0.0,5.0,0.0,5.0,5.0
14177,85.0,3.23,3.24,11.96,0.4,0.0,58.0
14179,71.0,1.98,1.38,12.6,0.0,10.67,26.0
14180,2.0,0.3,0.0,0.17,0.0,0.0,1.0
14187,48.0,0.6,0.2,10.95,0.4,3.31,362.0
14188,30.0,0.0,0.18,7.16,0.0,6.87,2.0
14189,46.0,0.0,0.0,12.08,0.0,11.67,6.0
14190,4.0,0.0,0.0,0.93,0.0,0.93,6.0
14196,377.0,15.49,3.0,71.93,7.5,37.65,876.0
14197,400.0,3.0,15.0,75.0,4.0,60.0,850.0
14199,45.0,0.0,0.22,10.8,0.0,9.49,3.0
14201,0.0,0.1,0.0,0.0,0.0,0.0,2.0
14209,1.0,0.12,0.02,0.0,0.0,0.0,2.0
14210,9.0,0.12,0.18,1.67,0.0,0.0,14.0
14211,1.0,0.0,0.0,0.22,0.0,0.0,17.0
14214,353.0,12.2,0.5,75.4,0.0,0.0,37.0
14219,2.0,0.12,0.0,0.43,0.0,0.0,4.0
14220,56.0,0.29,0.0,13.68,0.6,13.12,19.0
14221,4.0,0.07,0.0,0.8,0.6,0.25,7.0
14222,355.0,9.3,0.2,78.9,0.5,0.0,277.0
14231,481.0,2.5,19.2,74.6,1.4,54.3,399.0
14233,49.0,0.28,0.0,11.96,0.6,11.4,14.0
14234,45.0,0.07,0.0,11.12,0.6,10.4,52.0
14235,4.0,0.21,0.0,0.7,0.6,0.22,8.0
14241,56.0,0.2,0.1,14.0,0.1,0.0,3.0
14242,54.0,0.0,0.1,13.52,0.0,11.87,2.0
14243,19.0,0.02,0.01,4.6,0.0,4.59,3.0
14245,95.0,2.93,3.02,14.2,0.0,12.66,55.0
14251,58.0,0.9,0.0,0.27,0.0,0.0,4.0
14252,40.0,0.35,0.0,0.0,0.0,0.0,3.0
14253,83.0,0.36,0.0,3.8,0.0,3.8,5.0
14255,47.0,0.07,0.01,12.56,0.6,12.0,12.0
14260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14261,0.0,0.0,0.0,0.0,0.0,0.0,7.0
14262,162.0,1.2,0.1,40.2,0.2,28.63,3.0
14263,46.0,0.34,0.03,11.42,0.1,8.13,4.0
14264,48.0,0.0,0.0,11.97,0.0,11.29,10.0
14276,10.0,0.0,0.0,2.5,0.0,2.5,13.0
14277,61.0,0.0,0.0,15.72,0.0,13.06,16.0
14278,1.0,0.22,0.0,0.0,0.0,0.0,1.0
14548,385.0,0.6,0.3,97.6,0.0,0.0,5.0
14550,250.0,0.0,0.0,0.1,0.0,0.0,1.0
14551,263.0,0.0,0.0,0.0,0.0,0.0,1.0
14552,42.0,0.0,0.0,10.7,0.0,10.7,4.0
14559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14599,0.0,0.0,0.0,0.0,0.0,0.0,42.0
14601,1.0,0.22,0.0,0.0,0.0,0.0,3.0
14602,83.0,0.07,0.0,2.51,0.0,0.62,4.0
14604,1.0,0.0,0.0,0.13,0.0,0.0,14.0
14610,4.0,0.0,0.0,1.26,0.0,0.42,15.0
14611,29.0,0.0,0.0,7.41,0.0,7.41,21.0
14612,33.0,0.0,0.0,7.82,0.0,7.82,21.0
14613,33.0,0.0,0.0,7.82,0.0,7.82,14.0
14618,29.0,0.0,0.0,7.41,0.0,7.41,21.0
14619,29.0,0.0,0.0,7.41,0.0,7.41,21.0
14620,49.0,0.41,0.0,11.38,0.0,10.57,28.0
14621,49.0,0.41,0.0,11.79,0.0,10.16,28.0
14627,47.0,0.47,0.0,11.28,0.0,10.93,77.0
14628,2.0,0.0,0.0,1.03,0.0,0.0,31.0
14629,58.0,0.34,0.22,12.7,0.0,12.26,16.0
14630,4.0,0.25,0.08,0.7,0.0,0.0,52.0
14632,101.0,3.5,3.07,14.74,0.0,0.0,54.0
14637,18.0,0.0,0.0,4.5,0.0,4.5,8.0
14638,54.0,0.48,0.71,11.52,0.0,9.36,14.0
14639,47.0,0.28,0.97,9.17,0.3,5.28,39.0
14640,49.0,0.0,0.0,12.99,0.0,12.99,12.0
14647,29.0,0.0,0.37,6.67,0.0,5.0,25.0
14648,54.0,0.13,0.0,13.16,0.1,12.11,61.0
14649,0.0,0.0,0.0,0.0,0.0,0.0,4.0
14651,46.0,0.13,0.11,11.35,0.1,10.69,8.0
15004,97.0,17.73,2.33,0.0,0.0,0.0,69.0
15005,124.0,20.04,4.24,0.0,0.0,0.0,60.0
15006,90.0,19.31,0.81,0.0,0.0,0.0,97.0
15007,146.0,17.28,8.02,0.0,0.0,0.0,89.0
15008,127.0,17.83,5.6,0.0,0.0,0.0,49.0
15013,98.0,18.99,1.91,0.0,0.0,0.0,55.0
15014,177.0,16.36,11.9,0.0,0.0,0.0,481.0
15015,82.0,17.81,0.67,0.0,0.0,0.0,54.0
15016,105.0,22.83,0.86,0.0,0.0,0.0,78.0
15021,221.0,18.2,12.67,7.54,0.4,0.0,348.0
15022,87.0,18.99,0.69,0.0,0.0,0.0,31.0
15023,85.0,18.5,0.7,0.0,0.0,0.0,88.0
15024,119.0,17.54,4.93,0.0,0.0,0.0,75.0
15030,84.0,9.07,1.73,7.41,0.0,0.0,524.0
15031,92.0,19.38,1.02,0.0,0.0,0.0,53.0
15032,118.0,24.84,1.3,0.0,0.0,0.0,53.0
15033,74.0,16.32,0.45,0.0,0.0,0.0,213.0
15038,186.0,14.37,13.84,0.0,0.0,0.0,80.0
15141,83.0,17.88,0.74,0.0,0.0,0.0,563.0
15142,155.0,20.21,7.52,0.48,0.0,0.0,330.0
15143,86.0,17.41,0.97,0.74,0.0,0.0,295.0
15144,90.0,18.5,1.18,0.0,0.0,0.0,539.0
15150,242.0,21.39,12.28,11.47,0.4,0.8,344.0
15151,119.0,22.78,1.7,1.52,0.0,0.0,947.0
15152,100.0,20.42,1.36,0.0,0.0,0.0,870.0
15153,101.0,12.39,1.47,9.13,0.0,0.0,705.0
15158,202.0,14.24,11.15,10.33,0.0,0.0,364.0
15159,148.0,25.55,1.95,5.13,0.0,0.0,1202.0
15160,142.0,24.25,1.59,5.9,0.0,0.0,112.0
15162,2.0,0.4,0.02,0.1,0.0,0.0,215.0
15167,51.0,5.71,1.71,2.72,0.0,0.62,85.0
15168,199.0,8.77,12.58,11.62,0.0,0.0,417.0
15169,102.0,11.42,3.42,5.45,0.0,1.23,166.0
15170,68.0,7.06,2.47,3.91,0.0,0.0,112.0
15176,175.0,17.94,7.48,7.79,0.0,0.0,306.0
15177,137.0,23.84,0.4,7.76,0.0,0.0,206.0
15178,275.0,47.68,0.8,15.52,0.0,0.0,412.0
15179,117.0,18.28,4.32,0.0,0.0,0.0,2000.0
15184,116.0,25.51,0.82,0.0,0.0,0.0,50.0
15185,186.0,26.53,8.08,0.0,0.0,0.0,50.0
15186,128.0,23.62,2.97,0.0,0.0,0.0,50.0
15187,146.0,24.18,4.73,0.0,0.0,0.0,90.0
15192,85.0,18.73,0.5,0.0,0.0,0.0,372.0
15193,112.0,24.35,0.88,0.0,0.0,0.0,40.0
15194,109.0,23.72,0.9,0.0,0.0,0.0,113.0
15195,153.0,22.49,6.32,0.0,0.0,0.0,96.0
15201,201.0,25.73,10.12,0.0,0.0,0.0,110.0
15202,190.0,26.32,8.63,0.0,0.0,0.0,92.0
15203,97.0,18.56,1.95,0.0,0.0,0.0,23.0
15204,119.0,24.54,1.56,0.0,0.0,0.0,65.0
15209,182.0,25.44,8.13,0.0,0.0,0.0,56.0
15210,231.0,25.72,13.38,0.0,0.0,0.0,60.0
15211,154.0,25.82,4.83,0.0,0.0,0.0,64.0
15212,153.0,24.58,5.28,0.0,0.0,0.0,90.0
15217,119.0,21.49,2.97,0.0,0.0,0.0,51.0
15218,114.0,24.87,0.9,0.0,0.0,0.0,103.0
15219,190.0,26.63,8.47,0.0,0.0,0.0,67.0
15220,132.0,28.21,1.29,0.0,0.0,0.0,47.0
15221,130.0,29.15,0.59,0.0,0.0,0.0,54.0
15226,110.0,22.32,1.24,0.95,0.0,0.0,378.0
15227,115.0,23.72,1.51,0.0,0.0,0.0,691.0
15228,143.0,26.41,1.94,3.12,0.0,0.0,227.0
