ndb,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg
19355,290.0,0.0,0.0,74.9,0.0,74.9,8.0
19359,488.0,6.86,24.38,62.85,1.9,46.54,189.0
19365,322.0,0.8,0.3,79.0,0.1,46.8,80.0
19366,253.0,0.1,0.1,66.4,0.4,21.01,42.0
19367,448.0,4.5,22.0,58.08,2.3,36.72,42.0
19368,405.0,0.19,4.34,90.77,0.0,75.76,15.0
19375,341.0,0.44,0.53,83.65,0.0,80.44,6.0
19379,453.0,2.26,17.48,71.34,1.7,64.06,85.0
19382,397.0,0.03,3.33,91.56,0.0,68.48,52.0
19383,560.0,1.07,32.75,64.72,0.0,63.47,135.0
19401,436.0,9.0,14.3,71.7,8.4,0.0,600.0
19403,458.0,7.0,20.4,64.6,3.6,0.0,234.0
19404,418.0,5.65,16.57,70.2,3.8,28.92,291.0
19405,427.0,6.1,15.5,70.8,4.0,0.0,316.0
19406,454.0,8.0,20.4,63.6,5.6,0.0,254.0
19411,532.0,6.39,33.98,53.83,3.1,0.33,527.0
19412,551.0,7.0,37.0,50.6,3.4,0.0,600.0
19413,385.0,8.4,3.2,81.2,2.9,0.0,167.0
19414,387.0,8.5,3.5,80.1,3.0,0.0,252.0
19420,483.0,9.8,23.8,62.3,2.9,0.0,283.0
19421,496.0,8.5,27.2,57.7,5.2,0.0,458.0
19422,471.0,7.1,20.8,66.9,5.9,0.22,571.0
19423,274.0,7.74,0.7,65.0,6.8,0.0,554.0
19436,381.0,2.0,1.4,90.06,2.5,64.68,286.0
19437,379.0,9.64,0.6,83.76,7.5,3.69,643.0
19438,417.0,3.4,9.0,80.5,0.0,19.36,351.0
19439,390.0,8.0,7.4,78.0,6.2,0.0,291.0
19440,420.0,4.47,13.02,72.31,2.6,38.78,246.0
19701,477.0,4.2,29.7,63.4,5.9,0.0,11.0
19702,381.0,7.8,0.0,90.5,0.0,0.0,491.0
19703,345.0,55.3,0.0,33.3,0.0,0.0,2751.0
19704,345.0,55.3,0.0,33.3,0.0,0.0,158.0
20017,363.0,8.46,3.69,76.59,6.4,1.61,5.0
20018,375.0,5.59,1.39,82.75,1.9,0.64,1.0
20019,363.0,8.46,3.69,76.59,6.4,1.61,5.0
20020,362.0,8.12,3.59,76.89,7.3,0.64,35.0
20027,381.0,0.26,0.05,91.27,0.9,0.0,9.0
20028,376.0,12.76,0.64,77.43,5.0,0.0,10.0
20029,112.0,3.79,0.16,23.22,1.4,0.1,5.0
20030,72.0,1.48,0.88,14.26,2.5,1.51,267.0
20031,378.0,11.02,4.22,72.85,8.5,0.0,5.0
20036,367.0,7.54,3.2,76.25,3.6,0.66,5.0
20037,123.0,2.74,0.97,25.58,1.6,0.24,4.0
20038,389.0,16.89,6.9,66.27,10.6,0.0,2.0
20040,362.0,7.5,2.68,76.17,3.4,0.0,4.0
20046,374.0,7.51,1.03,80.89,1.8,0.33,2.0
20047,123.0,2.91,0.37,26.05,0.9,0.11,2.0
20048,380.0,7.82,0.94,82.32,1.9,0.05,10.0
20049,124.0,2.18,0.5,26.76,0.6,0.0,4.0
20055,97.0,2.02,0.19,21.09,1.0,0.05,5.0
20058,151.0,3.2,0.27,33.88,0.9,0.0,5.0
20060,316.0,13.35,20.85,49.69,21.0,0.9,5.0
20061,366.0,5.95,1.42,80.13,2.4,0.12,0.0
20066,360.0,12.68,1.05,72.83,3.9,0.0,1.0
20067,329.0,10.62,3.46,72.09,6.7,2.53,2.0
20068,358.0,0.19,0.02,88.69,0.9,3.35,1.0
20069,336.0,13.05,2.09,72.13,0.0,0.0,5.0
20074,342.0,11.31,1.71,75.9,12.2,0.41,2.0
20075,340.0,10.69,1.99,75.36,12.7,0.41,2.0
20076,339.0,13.68,2.47,71.13,0.0,0.0,2.0
20077,216.0,15.55,4.25,64.51,42.8,0.41,2.0
20084,362.0,8.2,0.86,78.03,1.7,0.31,2.0
20086,405.0,9.66,10.63,67.14,0.0,0.0,677.0
20087,198.0,7.49,1.27,42.53,1.1,0.0,16.0
20088,357.0,14.73,1.08,74.9,6.2,2.5,7.0
20093,288.0,11.31,2.3,54.73,0.0,0.0,26.0
20094,131.0,5.15,1.05,24.93,0.0,0.0,6.0
20095,289.0,11.26,2.1,55.72,0.0,0.0,27.0
20096,130.0,5.06,0.94,25.04,0.0,0.0,6.0
20109,384.0,14.16,4.44,71.27,3.3,1.88,21.0
20110,138.0,4.54,2.07,25.16,1.2,0.4,5.0
20111,382.0,14.61,4.55,70.32,6.8,0.0,72.0
20112,132.0,5.04,1.57,24.25,2.3,0.71,12.0
20118,521.0,10.33,31.72,51.9,1.9,0.25,378.0
20120,371.0,13.04,1.51,74.67,3.2,2.67,6.0
20121,158.0,5.8,0.93,30.86,1.8,0.56,1.0
20124,352.0,13.87,2.93,73.37,9.2,2.74,6.0
20130,345.0,10.5,1.6,74.52,10.1,0.8,4.0
20131,361.0,10.28,1.84,78.3,7.1,0.8,11.0
20132,404.0,14.66,9.12,65.7,6.5,0.8,19.0
20133,364.0,5.95,0.56,80.18,1.6,0.12,182.0
20138,337.0,14.54,2.13,70.58,11.1,7.84,5.0
20139,132.0,5.71,0.83,27.6,4.3,3.07,8.0
20140,338.0,14.57,2.43,70.19,10.7,6.82,8.0
20141,127.0,5.5,0.85,26.44,3.9,0.0,5.0
20142,367.0,13.3,2.38,73.13,8.0,1.84,12.0
20316,361.0,6.93,3.86,76.85,7.3,0.64,5.0
20317,363.0,8.46,3.69,76.59,6.4,0.0,5.0
20320,362.0,8.12,3.59,76.89,7.3,0.64,35.0
20321,157.0,5.8,0.93,30.59,1.8,0.56,131.0
20330,72.0,1.48,0.88,14.26,2.5,0.0,345.0
20345,130.0,2.69,0.28,28.17,0.4,0.05,382.0
20381,364.0,10.33,0.98,76.31,2.7,0.0,2.0
20409,384.0,14.16,4.44,71.27,3.3,1.88,21.0
20444,365.0,7.13,0.66,79.95,1.3,0.12,5.0
20445,130.0,2.69,0.28,28.17,0.4,0.05,1.0
20446,374.0,7.51,1.03,80.89,1.8,0.33,2.0
20447,123.0,2.91,0.37,26.05,0.9,0.11,2.0
20450,360.0,6.61,0.58,79.34,0.0,0.0,1.0
20481,364.0,10.33,0.98,76.31,2.7,0.27,2.0
20510,138.0,4.54,2.07,25.16,1.2,0.4,165.0
31026,119.0,1.99,1.85,23.44,2.6,0.31,338.0
31027,162.0,2.47,5.84,25.01,2.2,0.37,300.0
31033,20.0,0.33,0.1,4.83,2.6,0.0,906.0
31034,22.0,0.8,0.4,4.56,2.6,1.6,1430.0
31035,31.0,0.49,0.04,8.13,1.9,5.37,15.0
31036,106.0,1.97,5.01,13.29,1.9,1.76,298.0
32004,334.0,12.73,10.67,46.66,1.8,6.43,766.0
32005,164.0,6.68,4.99,23.1,1.2,1.57,460.0
32006,284.0,9.21,12.54,33.63,2.9,1.3,453.0
32007,287.0,9.4,12.79,33.46,2.8,1.66,456.0
32013,136.0,8.28,5.52,13.28,1.4,2.76,441.0
32014,297.0,13.1,4.03,52.06,2.0,5.04,867.0
32015,235.0,10.24,9.45,27.29,1.6,7.87,598.0
32016,388.0,11.48,6.56,70.75,1.6,8.2,902.0
32021,125.0,3.27,2.38,22.74,1.5,1.79,349.0
32024,362.0,8.77,3.51,73.88,1.8,5.26,1193.0
32025,195.0,5.26,6.14,29.64,0.9,1.75,474.0
32026,168.0,7.87,5.51,21.74,3.1,3.94,276.0
32032,324.0,9.54,22.13,21.57,2.0,3.1,591.0
32034,136.0,7.96,8.53,6.96,1.3,0.18,379.0
32035,155.0,6.89,11.1,6.96,1.0,0.28,517.0
32036,328.0,9.29,22.9,21.07,2.0,3.1,589.0
33867,512.0,11.3,26.1,57.0,0.0,57.0,138.0
33868,492.0,10.8,25.1,57.1,0.0,57.1,133.0
33869,501.0,11.1,25.7,56.3,0.0,56.3,138.0
33870,476.0,15.7,21.0,56.0,0.0,5.4,171.0
33875,67.0,1.97,3.34,7.19,0.0,7.21,38.0
33876,66.0,1.38,3.48,7.39,0.0,7.39,18.0
33877,510.0,10.8,27.0,57.0,0.0,57.0,138.0
33878,69.0,1.06,0.0,20.41,2.1,14.27,10.0
35007,155.0,20.1,8.3,0.0,0.0,0.0,0.0
35008,130.0,25.6,3.1,0.0,0.0,0.0,0.0
35009,327.0,69.86,5.34,0.0,0.0,0.0,220.0
35010,291.0,19.6,23.3,0.0,0.0,0.0,0.0
35011,111.0,26.5,0.5,0.0,0.0,0.0,78.0
35016,82.0,15.5,1.75,0.0,0.0,0.0,0.0
35017,44.0,0.7,0.0,10.4,0.0,0.0,0.0
35021,786.0,6.7,84.4,0.0,0.0,0.0,0.0
35022,326.0,10.8,31.4,0.0,0.0,0.0,0.0
35027,51.0,2.4,0.8,8.6,0.0,0.0,0.0
35028,79.0,13.5,0.7,4.7,0.0,0.0,0.0
35029,55.0,1.1,0.2,12.3,6.7,0.0,26.0
35030,55.0,0.4,0.5,12.2,0.0,0.0,0.0
35041,74.0,9.6,1.93,4.47,0.0,0.0,61.0
35042,489.0,44.5,34.6,0.0,0.0,0.0,0.0
35043,37.0,0.4,0.1,8.7,0.0,0.0,10.0
35046,79.0,17.9,0.8,0.0,0.0,0.0,59.0
35047,424.0,5.6,42.0,6.0,0.0,0.0,0.0
35187,258.0,9.0,1.05,53.26,2.6,3.01,810.0
35188,113.0,22.13,2.73,0.0,0.0,0.0,86.0
35190,345.0,60.62,11.43,0.0,0.0,0.0,51.0
35192,68.0,0.52,0.15,16.23,6.6,2.58,14.0
35197,48.0,4.06,0.16,7.47,5.2,0.0,4.0
35198,42.0,0.12,0.11,10.17,5.3,1.02,4.0
35199,91.0,0.39,0.31,21.57,0.0,0.0,0.0
35200,156.0,2.62,0.36,35.67,8.0,0.82,5.0
35205,42.0,2.71,0.11,7.49,6.9,0.25,4.0
35206,91.0,0.43,0.17,21.95,6.0,10.61,4.0
35207,541.0,7.41,34.08,51.06,43.4,0.0,310.0
35211,159.0,28.81,4.82,0.0,0.0,0.0,45.0
35225,470.0,9.0,43.5,10.5,0.0,0.0,24.0
35230,242.0,22.1,14.65,5.55,0.0,0.0,80.0
35231,850.0,0.9,94.0,0.0,0.0,0.0,0.0
35232,361.0,7.9,1.07,80.02,19.2,0.43,25.0
35233,628.0,14.89,52.99,22.98,9.8,0.0,2.0
35238,2.0,0.12,0.2,0.0,0.0,0.0,27.0
35239,276.0,7.83,1.4,58.12,3.4,2.97,663.0
35240,186.0,3.1,1.53,39.84,3.6,12.94,9.0
36000,189.0,26.85,9.08,0.0,0.0,0.0,604.0
36006,302.0,11.87,19.02,20.87,0.0,0.0,1210.0
36007,296.0,3.74,14.82,36.9,4.1,0.0,409.0
36008,333.0,15.82,18.76,25.33,2.2,1.45,738.0
36009,121.0,5.03,3.45,17.4,1.0,1.65,482.0
36014,289.0,3.49,14.04,37.2,3.9,0.28,357.0
36015,307.0,18.68,17.45,18.77,1.1,0.33,809.0
36016,308.0,12.67,18.67,22.29,1.5,0.91,1125.0
36017,151.0,5.42,6.06,18.8,1.1,3.09,361.0
36022,356.0,4.58,19.61,40.17,3.1,4.48,833.0
36023,297.0,19.62,16.24,17.98,1.0,0.36,740.0
36024,293.0,18.06,15.48,20.29,0.7,0.09,874.0
36025,175.0,0.89,13.22,13.01,1.6,11.07,110.0
36031,385.0,5.29,22.23,41.05,2.4,4.76,780.0
36032,170.0,7.84,8.52,15.51,1.5,2.03,351.0
36033,219.0,13.49,10.79,16.89,0.9,0.45,561.0
36034,302.0,18.88,16.63,19.29,0.9,0.24,800.0
36039,197.0,2.49,8.99,26.59,2.7,1.38,468.0
36040,194.0,6.49,11.75,15.61,1.1,2.83,375.0
36041,185.0,10.83,10.69,11.36,1.5,3.15,466.0
36042,184.0,11.28,10.84,10.33,1.6,3.53,450.0
36047,102.0,4.26,1.85,17.14,1.7,1.77,183.0
36048,104.0,3.42,1.75,18.63,1.7,1.87,218.0
36049,271.0,11.67,17.74,16.2,1.8,2.89,561.0
36050,273.0,11.24,18.47,15.45,1.9,2.6,528.0
36056,216.0,8.99,11.99,17.97,2.2,1.23,503.0
36057,206.0,19.0,10.95,7.8,0.9,2.89,467.0
36058,211.0,15.33,11.23,12.28,0.9,2.68,625.0
42240,409.0,7.7,7.3,79.6,5.5,20.0,417.0
42256,534.0,0.0,52.0,16.7,0.0,16.7,542.0
42259,500.0,9.0,28.1,58.1,10.0,0.54,3.0
42261,403.0,9.0,10.5,73.0,9.7,15.4,287.0
42272,531.0,5.2,32.2,55.2,6.2,34.27,152.0
42278,69.0,1.9,1.5,12.1,1.1,2.39,14.0
42279,64.0,3.4,0.5,11.49,2.5,2.89,6.0
42280,121.0,15.5,2.8,8.4,0.1,0.0,983.0
42289,884.0,0.0,100.0,0.0,0.0,0.0,0.0
42290,35.0,3.4,0.18,4.85,0.0,4.85,52.0
42291,590.0,24.0,49.9,21.83,6.6,9.29,203.0
42297,390.0,9.8,8.8,70.9,11.2,17.5,238.0
42316,21.0,0.6,0.3,5.23,2.3,2.5,48.0
43004,68.0,1.0,0.8,14.14,0.8,10.55,54.0
43006,66.0,0.4,0.3,15.48,0.6,9.29,25.0
43007,69.0,0.4,0.4,16.0,0.4,9.41,17.0
43019,15.0,0.1,0.0,3.7,0.0,3.7,208.0
43020,99.0,5.1,7.2,2.9,0.0,2.82,939.0
43021,110.0,0.3,4.4,18.6,0.1,16.32,1148.0
43026,51.0,0.8,0.0,11.99,0.7,0.01,210.0
43027,121.0,0.55,0.0,29.6,2.2,3.39,3.0
43058,394.0,0.0,0.0,98.6,0.0,0.0,0.0
43059,590.0,12.39,43.27,37.68,3.5,14.63,111.0
43060,268.0,0.0,0.4,94.8,2.4,0.0,7.0
43075,10.0,0.0,0.0,2.45,0.0,2.45,101.0
43114,331.0,0.1,0.1,82.32,3.9,17.44,4.0
43125,47.0,1.8,3.2,2.8,0.1,0.0,2.0
43128,224.0,23.64,12.73,3.64,3.6,0.0,709.0
43130,233.0,19.61,13.73,7.7,3.9,0.0,471.0
43137,197.0,21.0,9.0,8.0,4.6,1.2,550.0
43142,28.0,1.1,0.3,5.2,2.2,2.0,789.0
43143,30.0,1.6,0.1,5.67,3.1,1.3,277.0
43144,28.0,1.1,0.1,5.63,3.1,1.4,717.0
43146,49.0,0.9,0.7,9.77,2.5,4.8,1674.0
43212,476.0,32.0,25.9,28.6,10.2,0.0,1770.0
43214,373.0,2.0,1.0,89.0,0.0,5.3,1200.0
43215,202.0,1.25,12.42,21.33,1.1,3.77,1120.0
43216,368.0,0.0,0.0,100.0,0.0,92.7,12.0
43260,358.0,35.8,5.1,41.0,2.0,39.0,717.0
43261,95.0,4.4,0.2,19.0,0.0,19.0,58.0
43268,100.0,0.9,6.0,10.6,0.0,10.6,106.0
43269,190.0,4.3,6.0,29.64,0.3,20.74,95.0
43278,239.0,16.7,14.0,11.6,0.0,7.74,1345.0
43282,227.0,25.1,14.1,0.0,0.0,0.0,52.0
43283,239.0,32.4,12.1,0.0,0.0,0.0,43.0
43285,131.0,13.1,5.6,7.5,0.0,7.5,162.0
43287,213.0,23.9,13.0,0.0,0.0,0.0,57.0
43325,165.0,22.0,7.7,0.5,0.0,0.0,969.0
9173,286.0,4.9,0.4,74.0,0.0,0.0,48.0
9174,47.0,0.43,0.2,12.14,1.7,0.0,1.0
9175,51.0,0.5,0.5,12.5,3.0,0.0,15.0
9176,60.0,0.82,0.38,14.98,1.6,13.66,1.0
9184,36.0,0.54,0.14,9.09,0.8,8.12,18.0
9185,33.0,0.84,0.25,7.94,0.7,0.0,31.0
9190,43.0,1.44,0.39,9.8,1.7,8.1,10.0
9191,44.0,1.06,0.32,10.55,1.7,7.89,0.0
9192,28.0,0.38,0.22,6.84,0.0,0.0,1.0
9201,49.0,1.04,0.3,11.89,2.5,0.0,0.0
9202,49.0,0.91,0.15,12.54,2.2,8.5,1.0
9203,46.0,0.7,0.21,11.54,2.4,9.14,0.0
9205,63.0,1.3,0.3,15.5,4.5,0.0,2.0
9211,47.0,0.68,0.12,11.27,0.3,8.31,2.0
9212,37.0,0.6,0.06,8.47,0.2,7.42,4.0
9213,147.0,2.4,0.25,33.86,1.0,29.68,7.0
9214,148.0,2.4,0.25,35.19,1.0,29.68,7.0
9220,61.0,0.45,0.1,16.19,0.7,15.49,6.0
9221,43.0,0.5,0.2,10.1,0.2,9.9,1.0
9226,43.0,0.47,0.26,10.82,1.7,7.82,8.0
9228,206.0,0.14,0.55,55.83,1.5,52.2,9.0
9236,39.0,0.91,0.25,9.54,1.5,8.39,0.0
9237,24.0,0.44,0.06,6.11,1.3,4.81,3.0
9238,44.0,0.63,0.03,11.57,1.3,10.27,4.0
9239,42.0,0.4,0.1,11.1,1.0,0.0,5.0
9244,325.0,4.89,1.03,83.18,0.0,0.0,10.0
9245,133.0,2.01,0.42,34.14,0.0,0.0,4.0
9246,239.0,3.61,0.76,61.33,8.2,41.74,7.0
9247,77.0,1.16,0.25,19.69,2.7,16.99,2.0
9254,50.0,0.34,0.07,12.94,1.6,9.7,4.0
9255,47.0,0.3,0.1,12.2,1.6,0.0,2.0
9256,57.0,0.19,0.03,15.17,1.6,12.1,5.0
9257,74.0,0.2,0.13,19.17,1.6,15.2,5.0
9262,60.0,0.11,0.01,15.76,0.6,15.16,4.0
9263,70.0,0.58,0.19,18.59,3.6,12.53,1.0
9264,274.0,1.38,0.59,73.43,14.5,0.0,2.0
9265,127.0,0.8,0.4,33.5,0.0,0.0,1.0
9270,78.0,0.35,0.11,20.2,0.8,16.9,1.0
9271,83.0,0.34,0.11,21.5,0.8,0.0,1.0
9272,86.0,0.4,0.1,22.2,1.1,21.1,2.0
9273,53.0,0.36,0.12,12.87,0.2,9.98,2.0
9274,179.0,1.3,0.1,44.3,0.7,43.6,3.0
9279,46.0,0.7,0.28,11.42,1.4,9.92,0.0
9281,41.0,0.39,0.01,11.03,0.9,10.1,1.0
9282,58.0,0.51,0.02,15.15,0.9,14.22,1.0
9283,63.0,0.37,0.1,16.28,0.9,15.35,20.0
11037,106.0,6.4,0.35,19.83,5.5,1.39,58.0
11038,103.0,6.07,0.34,19.32,5.3,1.34,69.0
11039,132.0,7.59,0.44,25.14,6.0,0.0,52.0
11040,105.0,6.65,0.3,19.45,4.8,1.37,29.0
11043,30.0,3.04,0.18,5.94,1.8,4.13,6.0
11048,170.0,9.8,0.5,32.5,5.7,0.0,92.0
11049,162.0,9.31,0.48,30.87,5.4,0.0,83.0
11050,30.0,1.76,0.19,6.19,3.4,0.63,334.0
11052,31.0,1.83,0.22,6.97,2.7,3.26,6.0
11060,33.0,1.79,0.21,7.54,2.6,2.21,3.0
11061,28.0,1.49,0.17,6.45,3.0,1.88,1.0
11062,33.0,1.98,0.41,6.98,3.4,2.6,3.0
11063,33.0,2.31,0.5,6.41,3.4,3.22,3.0
11084,31.0,0.91,0.14,7.21,1.8,5.51,194.0
11091,35.0,2.38,0.41,7.18,3.3,1.39,41.0
11092,26.0,2.81,0.29,4.78,3.0,1.35,24.0
11093,28.0,3.1,0.12,5.35,3.0,1.47,11.0
11094,29.0,3.06,0.34,5.35,3.0,1.47,17.0
11099,36.0,2.55,0.5,7.1,2.6,1.74,21.0
11100,41.0,3.78,0.41,7.86,3.8,2.03,10.0
11101,42.0,3.64,0.39,8.32,4.1,2.08,15.0
11104,72.0,1.53,0.15,17.34,3.3,2.9,5.0
11109,25.0,1.28,0.1,5.8,2.5,3.2,18.0
11110,23.0,1.27,0.06,5.51,1.9,2.79,8.0
11112,31.0,1.43,0.16,7.37,2.1,3.83,27.0
11113,29.0,1.51,0.09,6.94,2.6,3.32,28.0
11119,16.0,1.2,0.2,3.23,1.2,1.41,9.0
11120,14.0,1.5,0.17,2.41,1.7,0.0,9.0
11122,17.0,0.7,0.1,4.07,1.6,0.0,170.0
11123,22.0,0.76,0.11,5.33,1.7,0.0,176.0
11130,36.0,0.78,0.46,7.9,3.3,4.76,68.0
11131,37.0,0.58,0.68,7.73,3.3,4.08,59.0
11134,160.0,1.36,0.28,38.06,1.8,1.7,14.0
11135,25.0,1.92,0.28,4.97,2.0,1.91,30.0
11142,27.0,0.96,0.19,5.9,1.2,0.0,61.0
11143,14.0,0.69,0.17,2.97,1.6,1.34,80.0
11144,18.0,0.83,0.16,4.0,1.6,2.37,91.0
11145,18.0,0.85,0.3,3.65,1.7,0.0,11.0
11147,19.0,1.8,0.2,3.74,1.6,1.1,213.0
11152,23.0,1.7,0.3,4.7,4.0,0.7,45.0
11154,72.0,1.4,0.2,17.51,1.5,8.73,50.0
11156,30.0,3.27,0.73,4.35,2.5,1.85,3.0
11157,24.0,3.36,0.56,3.02,3.0,0.0,118.0
11164,36.0,2.97,0.41,7.1,2.8,0.57,50.0
11165,23.0,2.13,0.52,3.67,2.8,0.87,46.0
11167,86.0,3.27,1.35,18.7,2.0,6.26,15.0
11168,96.0,3.41,1.5,20.98,2.4,4.54,1.0
11282,40.0,1.1,0.1,9.34,1.7,4.24,4.0
11283,44.0,1.36,0.19,10.15,1.4,4.73,3.0
11284,349.0,8.95,0.46,83.28,9.2,37.41,21.0
11285,19.0,0.85,0.09,4.02,1.2,2.2,371.0
11286,123.0,0.95,10.8,7.86,1.7,0.0,12.0
11291,32.0,1.83,0.19,7.34,2.6,2.33,16.0
11292,27.0,0.97,0.47,5.74,1.8,3.91,15.0
11293,34.0,1.9,0.4,6.5,2.4,2.18,17.0
11294,32.0,0.8,0.08,7.55,0.9,5.02,8.0
11299,71.0,1.32,0.3,17.01,3.6,4.8,10.0
11300,42.0,2.8,0.2,7.55,2.6,4.0,4.0
11301,42.0,3.27,0.23,7.05,2.8,3.99,4.0
11302,42.0,2.8,0.3,7.2,3.1,0.0,4.0
11308,68.0,4.47,0.8,11.36,4.9,2.99,273.0
11310,50.0,3.09,0.27,9.25,2.0,0.0,254.0
11311,71.0,4.33,0.95,11.82,0.0,0.0,231.0
11312,77.0,5.22,0.4,13.62,4.5,5.0,108.0
11313,78.0,5.15,0.27,14.26,4.5,4.4,72.0
11323,48.0,3.09,0.42,10.12,3.1,4.36,68.0
11324,51.0,3.28,0.38,8.57,2.3,0.0,442.0
11326,70.0,3.98,0.32,13.51,3.5,0.0,61.0
11327,45.0,2.54,0.2,8.63,2.2,3.77,37.0
11337,20.0,1.08,0.21,4.45,1.6,0.0,5.0
11338,18.0,0.95,0.18,3.9,0.9,0.0,4.0
11339,116.0,0.78,11.85,4.22,1.8,2.17,17.0
11344,136.0,7.2,1.64,23.88,5.1,3.0,5.0
11352,77.0,2.05,0.09,17.49,2.1,0.82,6.0
11353,79.0,2.14,0.08,18.07,1.3,0.62,5.0
11354,69.0,1.68,0.1,15.71,2.4,1.15,16.0
11355,70.0,1.89,0.14,15.9,1.7,1.29,18.0
11356,95.0,2.63,0.13,21.44,2.3,1.08,14.0
11361,127.0,2.22,1.81,26.15,2.6,0.69,298.0
11362,58.0,2.57,0.1,12.44,2.5,0.0,10.0
11363,93.0,1.96,0.1,21.55,1.5,1.7,5.0
11364,198.0,4.29,0.1,46.06,7.9,1.4,21.0
11369,132.0,4.39,0.1,29.63,5.5,0.0,16.0
11370,265.0,3.0,12.52,35.11,3.2,1.49,342.0
11371,113.0,1.96,4.2,16.94,1.5,1.41,333.0
11372,88.0,2.87,3.68,10.78,1.9,0.0,335.0
11380,372.0,8.22,0.54,85.51,7.1,3.47,67.0
11381,108.0,2.05,4.96,14.36,2.2,0.0,257.0
11382,357.0,10.9,1.1,77.7,6.6,3.37,82.0
11383,116.0,2.13,4.8,16.13,1.3,1.74,172.0
11390,82.0,2.06,0.62,17.72,1.4,0.0,22.0
11391,219.0,2.65,11.59,28.51,3.2,0.27,15.0
11392,135.0,1.87,6.66,18.28,2.9,0.0,77.0
11393,178.0,2.46,8.79,24.13,3.8,0.0,101.0
11398,178.0,1.93,8.71,24.8,2.3,0.28,428.0
11399,192.0,2.13,9.05,27.29,2.0,0.27,463.0
11401,65.0,1.98,0.13,14.52,1.4,0.0,20.0
11530,18.0,0.95,0.11,4.01,0.7,2.49,11.0
11531,16.0,0.79,0.25,3.47,1.9,2.55,115.0
11533,26.0,0.91,0.19,6.19,1.0,3.52,221.0
11537,15.0,0.69,0.08,3.62,0.0,0.0,401.0
11549,24.0,1.2,0.3,5.31,1.5,3.56,474.0
11551,35.0,1.45,0.13,8.43,1.5,5.77,452.0
11553,42.0,1.56,0.19,9.94,1.8,0.0,551.0
11555,59.0,2.13,1.93,10.24,2.2,0.0,543.0
11565,22.0,0.71,0.08,5.06,2.0,2.99,16.0
11566,16.0,1.04,0.16,2.94,1.8,0.0,25.0
11567,23.0,1.53,0.24,4.35,2.0,2.35,36.0
11568,32.0,1.5,0.3,7.13,3.2,0.81,40.0
11577,35.0,2.99,0.38,4.85,3.1,1.07,19.0
11578,22.0,0.93,0.31,3.87,0.5,2.84,169.0
11579,36.0,1.42,0.25,7.13,3.8,0.0,224.0
11581,49.0,2.59,0.25,9.26,3.0,2.41,214.0
11588,97.0,1.4,0.1,23.94,3.0,4.8,14.0
11590,50.0,0.88,0.06,12.3,2.5,2.46,8.0
11591,11.0,2.3,0.1,1.29,0.5,0.2,41.0
11593,13.0,0.4,0.2,3.0,2.9,0.0,111.0
11599,148.0,11.6,0.9,28.1,0.0,0.0,35.0
11601,118.0,1.53,0.17,27.88,4.1,0.5,9.0
11602,116.0,1.49,0.14,27.48,3.9,0.49,8.0
11603,38.0,0.72,0.09,8.82,4.9,1.8,4.0
11604,38.0,0.72,0.09,8.82,0.0,0.0,4.0
11615,311.0,21.2,3.5,64.29,26.2,0.0,70.0
11616,22.0,2.0,0.7,3.2,2.9,0.0,4.0
11617,20.0,1.83,0.64,2.93,2.6,0.0,3.0
11618,150.0,4.6,1.8,31.68,0.0,0.0,12.0
11626,12.0,1.4,0.06,2.14,0.8,0.7,42.0
11632,27.0,0.92,0.94,4.74,2.6,2.14,1671.0
11637,14.0,1.1,0.1,2.63,1.4,0.0,16.0
11640,348.0,12.3,0.5,80.7,15.7,38.16,59.0
11645,89.0,0.98,0.2,20.93,2.5,15.4,29.0
11647,108.0,1.28,0.32,25.36,3.0,5.74,39.0
11649,33.0,1.44,0.27,7.24,1.4,0.0,472.0
11653,62.0,5.25,0.9,11.6,0.0,0.0,153.0
11654,22.0,1.86,0.32,4.1,0.0,0.0,51.0
11659,164.0,0.89,3.54,32.12,2.1,27.25,119.0
11660,79.0,1.96,2.68,13.05,1.7,0.0,455.0
11663,306.0,6.21,0.3,80.88,7.7,2.97,102.0
11666,26.0,5.92,0.39,2.42,0.4,0.3,98.0
11672,268.0,6.08,14.76,27.81,3.3,1.79,764.0
11674,93.0,2.5,0.13,21.15,2.2,1.18,10.0
11675,105.0,2.44,0.1,24.24,2.3,0.0,8.0
11676,43.0,3.81,2.53,3.6,0.0,0.0,6.0
11696,15.0,0.98,0.26,2.98,0.7,0.0,23.0
11798,56.0,1.56,0.22,14.39,2.1,3.84,240.0
11803,22.0,1.87,0.21,4.51,2.5,2.4,241.0
11804,29.0,1.63,0.24,6.41,2.1,2.87,239.0
11805,42.0,1.36,0.19,9.56,1.4,4.73,239.0
11806,26.0,0.77,0.1,6.0,1.7,2.9,248.0
11811,84.0,5.36,0.22,15.63,5.5,5.93,239.0
11812,53.0,3.19,0.3,9.75,3.3,3.2,9.0
11813,69.0,4.42,0.35,12.58,4.1,4.16,2.0
11814,78.0,5.15,0.27,14.26,4.5,4.4,323.0
11819,40.0,1.87,0.44,8.81,1.5,5.3,9.0
11820,21.0,0.9,0.1,5.1,1.3,3.32,1173.0
11821,26.0,0.99,0.3,6.03,2.1,4.2,4.0
11822,26.0,0.92,0.2,6.11,1.2,3.19,238.0
11823,28.0,0.92,0.2,6.7,1.2,4.39,2.0
