axis,token,frequency
FLAVOR_UNIVERSAL,ranchbuffalo,0
FLAVOR_UNIVERSAL,ranchstyle,0
FLAVOR_UNIVERSAL,raspberry,8986
FLAVOR_UNIVERSAL,red,10506
FLAVOR_UNIVERSAL,redvelvet,0
FLAVOR_UNIVERSAL,ribbon,183
FLAVOR_UNIVERSAL,rich,2129
FLAVOR_UNIVERSAL,ripple,244
FLAVOR_UNIVERSAL,road,282
FLAVOR_UNIVERSAL,roasted,15078
FLAVOR_UNIVERSAL,robust,157
FLAVOR_UNIVERSAL,rocky,334
FLAVOR_UNIVERSAL,roja,98
FLAVOR_UNIVERSAL,rose,485
FLAVOR_UNIVERSAL,rosemary,1108
FLAVOR_UNIVERSAL,rosewater,1
FLAVOR_UNIVERSAL,royal,136
FLAVOR_UNIVERSAL,ruby,387
FLAVOR_UNIVERSAL,rum,197
FLAVOR_UNIVERSAL,rumraisin,0
FLAVOR_UNIVERSAL,russet,188
FLAVOR_UNIVERSAL,rustic,322
FLAVOR_UNIVERSAL,rye,535
FLAVOR_UNIVERSAL,ryebread,0
FLAVOR_UNIVERSAL,saffron,99
FLAVOR_UNIVERSAL,sage,228
FLAVOR_UNIVERSAL,sailing,0
FLAVOR_UNIVERSAL,saint,6
FLAVOR_UNIVERSAL,salsaverde,0
FLAVOR_UNIVERSAL,salt-and-pepper,0
FLAVOR_UNIVERSAL,salt-pepper,0
FLAVOR_UNIVERSAL,saltandvinegar,0
FLAVOR_UNIVERSAL,saltedcaramel,0
FLAVOR_UNIVERSAL,saltnvinegar,0
FLAVOR_UNIVERSAL,salty,1118
FLAVOR_UNIVERSAL,sangria,68
FLAVOR_UNIVERSAL,savory,1537
FLAVOR_UNIVERSAL,sea,9448
FLAVOR_UNIVERSAL,sea-salt-caramel,0
FLAVOR_UNIVERSAL,seasalt,0
FLAVOR_UNIVERSAL,seasaltcaramel,0
FLAVOR_UNIVERSAL,seasoned,4625
FLAVOR_UNIVERSAL,seckel,0
FLAVOR_UNIVERSAL,semisweet,81
FLAVOR_UNIVERSAL,sesame,2681
FLAVOR_UNIVERSAL,sharp,2805
FLAVOR_UNIVERSAL,silver,100
FLAVOR_UNIVERSAL,sloppy,200
FLAVOR_UNIVERSAL,smith,114
FLAVOR_UNIVERSAL,smoked,7888
FLAVOR_UNIVERSAL,smoky,969
FLAVOR_UNIVERSAL,smokypaprika,0
FLAVOR_UNIVERSAL,smores,39
FLAVOR_UNIVERSAL,sour,5855
FLAVOR_UNIVERSAL,sourcream,0
FLAVOR_UNIVERSAL,sourcreamandonion,0
FLAVOR_UNIVERSAL,sourcreamnonion,0
FLAVOR_UNIVERSAL,sourdough,874
FLAVOR_UNIVERSAL,southern,1017
FLAVOR_UNIVERSAL,southwest,791
FLAVOR_UNIVERSAL,southwestern,323
FLAVOR_UNIVERSAL,soy,1468
FLAVOR_UNIVERSAL,spaghetti-squash,0
FLAVOR_UNIVERSAL,spearmint,496
FLAVOR_UNIVERSAL,spelt,148
FLAVOR_UNIVERSAL,spice,2990
FLAVOR_UNIVERSAL,spiced,833
FLAVOR_UNIVERSAL,spicedrum,0
FLAVOR_UNIVERSAL,spicy,7535
FLAVOR_UNIVERSAL,splash,332
FLAVOR_UNIVERSAL,splurge,4
FLAVOR_UNIVERSAL,spring,1816
FLAVOR_UNIVERSAL,sprouted,647
FLAVOR_UNIVERSAL,spumoni,38
FLAVOR_UNIVERSAL,sriracha,1233
FLAVOR_UNIVERSAL,strawberriesandcream,0
FLAVOR_UNIVERSAL,strawberriesncream,0
FLAVOR_UNIVERSAL,strawberry,18371
FLAVOR_UNIVERSAL,strawberrycheesecake,0
FLAVOR_UNIVERSAL,strawberrychocolate,0
FLAVOR_UNIVERSAL,strawberrylemonade,0
FLAVOR_UNIVERSAL,streusel,243
FLAVOR_UNIVERSAL,sugarcoated,2
FLAVOR_UNIVERSAL,sugarcookie,0
FLAVOR_UNIVERSAL,sumac,4
FLAVOR_UNIVERSAL,summer,663
FLAVOR_UNIVERSAL,sunflower,1570
FLAVOR_UNIVERSAL,super,1696
FLAVOR_UNIVERSAL,sweet,15805
FLAVOR_UNIVERSAL,sweetheat,0
FLAVOR_UNIVERSAL,sweetnsavory,0
FLAVOR_UNIVERSAL,sweetnsmoky,0
FLAVOR_UNIVERSAL,sweetnsour,0
FLAVOR_UNIVERSAL,sweetnspicy,0
FLAVOR_UNIVERSAL,sweetpotato,5
FLAVOR_UNIVERSAL,sweetpotatopie,0
FLAVOR_UNIVERSAL,swirl,2030
FLAVOR_UNIVERSAL,swissmiss,0
FLAVOR_UNIVERSAL,tabasco,59
FLAVOR_UNIVERSAL,tamari,158
FLAVOR_UNIVERSAL,tangerine,682
FLAVOR_UNIVERSAL,tangy,1022
FLAVOR_UNIVERSAL,tart,720
FLAVOR_UNIVERSAL,tequila,128
FLAVOR_UNIVERSAL,teriyaki,2077
FLAVOR_UNIVERSAL,texas,727
FLAVOR_UNIVERSAL,thousand,252
FLAVOR_UNIVERSAL,thousandisland,0
FLAVOR_UNIVERSAL,thyme,225
FLAVOR_UNIVERSAL,tikka,300
FLAVOR_UNIVERSAL,toasted,2347
FLAVOR_UNIVERSAL,toastedoats,0
FLAVOR_UNIVERSAL,toffee,1655
FLAVOR_UNIVERSAL,tracks,502
FLAVOR_UNIVERSAL,treat,376
FLAVOR_UNIVERSAL,tropical,2601
FLAVOR_UNIVERSAL,truffle,1557
FLAVOR_UNIVERSAL,turmeric,927
FLAVOR_UNIVERSAL,twist,635
FLAVOR_UNIVERSAL,twisted,194
FLAVOR_UNIVERSAL,ultimate,497
FLAVOR_UNIVERSAL,umami,65
FLAVOR_UNIVERSAL,unicorn,243
FLAVOR_UNIVERSAL,valentine,501
FLAVOR_UNIVERSAL,vanilla,18617
FLAVOR_UNIVERSAL,velvet,737
FLAVOR_UNIVERSAL,verde,609
FLAVOR_UNIVERSAL,verdesalsa,0
FLAVOR_UNIVERSAL,village,83
FLAVOR_UNIVERSAL,vinaigrette,1376
FLAVOR_UNIVERSAL,vodka,337
FLAVOR_UNIVERSAL,walnut,1144
FLAVOR_UNIVERSAL,wasabi,563
FLAVOR_UNIVERSAL,watermelon,3434
FLAVOR_UNIVERSAL,wheat-bran,0
FLAVOR_UNIVERSAL,whiskey,144
FLAVOR_UNIVERSAL,white,16604
FLAVOR_UNIVERSAL,whitechocolate,0
FLAVOR_UNIVERSAL,whitevanilla,0
FLAVOR_UNIVERSAL,wholegrain,38
FLAVOR_UNIVERSAL,wholewheat,4
FLAVOR_UNIVERSAL,winter,220
FLAVOR_UNIVERSAL,wintergreen,195
FLAVOR_UNIVERSAL,woodfired,12
FLAVOR_UNIVERSAL,woodsy,1
FLAVOR_UNIVERSAL,worcestershire,159
FLAVOR_UNIVERSAL,yam,48
FLAVOR_UNIVERSAL,yogurtcovered,0
FLAVOR_UNIVERSAL,yukon,51
FLAVOR_UNIVERSAL,za,60
FLAVOR_UNIVERSAL,zaatar,5
FLAVOR_UNIVERSAL,zest,156
FLAVOR_UNIVERSAL,zesty,1269
FLAVOR_UNIVERSAL,zucchinibread,0
