fndds_code,protein_g,fat_g,carbs_g,fiber_g,sugar_g,energy_kcal,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,vitamin_b3_mg,vitamin_b5_mg,vitamin_b6_mg,vitamin_b9_mcg,vitamin_b12_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_mcg,sat_fat_g,trans_fat_g,mufa_g,pufa_g,dha_g,epa_g,ala_g,linoleic_g,cholesterol_mg
27520230,13.96,3.86,23.62,2.8,2.69,185.0,0.0,0.368,0.239,5.276,0.0,0.273,37.0,0.17,0.1,0.3,0.32,2.9,86.0,1.91,38.0,212.0,303.0,657.0,1.44,0.123,0.0,29.5,0.913,0.0,1.047,1.073,0.0,0.001,0.083,0.945,20.0
27520240,14.94,7.62,20.78,2.4,2.71,212.0,41.0,0.315,0.258,4.484,0.0,0.244,34.0,0.38,0.1,0.8,0.38,2.8,211.0,1.68,37.0,268.0,279.0,711.0,1.69,0.109,0.0,28.5,3.279,0.0,1.867,1.07,0.001,0.002,0.09,0.944,30.0
27520255,13.34,3.66,22.85,1.1,2.46,178.0,0.0,0.415,0.254,5.265,0.0,0.255,51.0,0.19,0.0,0.3,0.26,0.1,100.0,1.86,23.0,193.0,283.0,687.0,1.23,0.084,0.0,27.7,0.982,0.0,1.122,1.156,0.001,0.001,0.099,1.016,22.0
27520260,14.59,8.06,19.7,0.9,2.52,210.0,48.0,0.346,0.274,4.351,0.0,0.224,45.0,0.43,0.0,0.9,0.34,0.5,242.0,1.61,24.0,261.0,260.0,744.0,1.55,0.075,0.0,26.8,3.705,0.0,2.058,1.138,0.001,0.002,0.104,1.003,34.0
27520270,13.54,9.38,22.51,1.5,2.05,230.0,41.0,0.362,0.288,4.279,0.0,0.199,44.0,0.38,0.0,0.8,0.23,3.6,204.0,1.9,22.0,286.0,252.0,825.0,1.33,0.071,0.0,26.1,4.244,0.0,2.349,1.387,0.001,0.001,0.124,1.23,30.0
27520340,11.98,13.26,18.29,1.0,3.15,242.0,8.0,0.408,0.18,3.371,0.0,0.202,44.0,0.26,0.5,0.3,0.67,29.6,81.0,1.5,19.0,122.0,191.0,809.0,1.22,0.077,0.0,16.8,2.498,0.0,3.401,6.902,0.001,0.001,0.828,6.041,25.0
27520345,12.64,13.38,17.03,2.1,3.11,241.0,8.0,0.371,0.171,3.412,0.0,0.225,32.0,0.26,0.5,0.3,0.71,31.4,64.0,1.44,28.0,140.0,214.0,806.0,1.38,0.1,0.0,18.3,2.465,0.0,3.379,6.801,0.001,0.001,0.811,5.951,25.0
27520410,15.86,10.69,16.3,0.8,2.46,228.0,33.0,0.365,0.279,3.294,0.0,0.21,32.0,0.68,0.6,0.4,0.3,3.8,159.0,1.75,22.0,197.0,212.0,553.0,2.35,0.088,0.0,29.6,4.376,0.0,3.735,1.508,0.0,0.001,0.128,1.322,44.0
27520411,15.86,10.69,16.3,0.8,2.46,228.0,33.0,0.365,0.279,3.294,0.0,0.21,32.0,0.68,0.6,0.4,0.3,3.8,159.0,1.75,22.0,197.0,212.0,553.0,2.35,0.088,0.0,29.6,4.376,0.0,3.735,1.508,0.0,0.001,0.128,1.322,44.0
27520500,13.66,6.47,26.5,0.9,9.05,223.0,2.0,0.403,0.267,3.121,0.0,0.217,36.0,0.41,0.9,0.4,0.29,2.7,72.0,2.09,20.0,123.0,215.0,466.0,2.24,0.107,0.0,27.0,2.183,0.0,2.586,1.201,0.0,0.0,0.092,1.053,37.0
27520510,14.97,8.83,24.86,0.8,9.07,243.0,4.0,0.403,0.269,3.635,0.0,0.22,33.0,0.45,0.6,0.5,0.34,2.0,65.0,1.89,21.0,141.0,240.0,567.0,2.11,0.106,0.0,25.9,2.935,0.0,3.541,1.737,0.001,0.0,0.109,1.533,43.0
27520515,15.52,8.86,23.3,2.0,8.38,238.0,4.0,0.354,0.241,3.87,0.0,0.252,26.0,0.39,0.2,0.5,0.36,2.2,70.0,1.8,32.0,163.0,262.0,549.0,2.32,0.133,0.0,26.1,2.894,0.0,3.509,1.665,0.001,0.001,0.098,1.471,43.0
27520520,17.73,5.47,25.45,1.2,2.76,226.0,0.0,0.528,0.237,5.906,0.0,0.384,57.0,0.27,0.0,0.2,0.16,0.1,112.0,2.04,26.0,166.0,230.0,403.0,1.48,0.101,0.0,28.9,1.566,0.0,1.803,1.358,0.0,0.001,0.117,1.206,38.0
27520525,18.14,8.99,22.32,1.0,2.77,246.0,41.0,0.451,0.256,5.017,0.0,0.338,51.0,0.46,0.0,0.7,0.25,0.5,233.0,1.8,27.0,230.0,218.0,496.0,1.72,0.091,0.0,27.9,3.831,0.0,2.508,1.311,0.0,0.002,0.119,1.166,46.0
27520610,10.89,7.54,29.71,1.7,3.67,231.0,31.0,0.393,0.183,4.495,0.0,0.155,69.0,0.17,3.7,0.1,0.32,7.2,128.0,2.15,23.0,131.0,207.0,521.0,1.03,0.101,0.0,21.2,2.322,0.0,2.809,2.043,0.001,0.002,0.157,1.807,15.0
27520620,12.02,7.76,27.53,3.4,3.59,229.0,31.0,0.329,0.168,4.566,0.0,0.194,47.0,0.17,3.8,0.1,0.39,10.3,99.0,2.03,40.0,162.0,248.0,515.0,1.3,0.139,0.0,23.8,2.263,0.0,2.772,1.868,0.001,0.002,0.128,1.651,15.0
27540010,12.03,3.68,26.51,1.2,3.2,189.0,0.0,0.281,0.194,5.914,0.0,0.246,59.0,0.18,0.0,0.1,0.18,0.1,116.0,1.94,23.0,179.0,240.0,624.0,0.91,0.076,0.0,18.3,0.862,0.0,0.924,1.462,0.002,0.002,0.128,1.296,24.0
27540020,13.31,7.47,23.22,1.0,3.14,215.0,41.0,0.242,0.22,5.024,0.0,0.22,53.0,0.38,0.0,0.6,0.26,0.5,236.0,1.71,24.0,240.0,226.0,683.0,1.24,0.069,0.0,18.9,3.235,0.0,1.763,1.399,0.002,0.003,0.128,1.241,34.0
27540030,13.05,3.88,24.56,2.8,3.13,187.0,0.0,0.224,0.181,5.977,0.0,0.281,39.0,0.18,0.1,0.1,0.24,2.9,90.0,1.83,38.0,206.0,277.0,619.0,1.16,0.11,0.0,20.6,0.81,0.0,0.89,1.304,0.002,0.002,0.102,1.156,24.0
27540040,14.17,7.64,21.56,2.4,3.08,214.0,41.0,0.194,0.209,5.078,0.0,0.25,36.0,0.38,0.1,0.6,0.31,2.8,214.0,1.62,37.0,263.0,257.0,679.0,1.45,0.098,0.0,20.9,3.191,0.0,1.735,1.266,0.002,0.003,0.106,1.123,34.0
27540050,12.33,3.69,23.89,1.1,2.96,180.0,0.0,0.254,0.189,6.047,0.0,0.263,53.0,0.2,0.0,0.1,0.17,0.1,105.0,1.78,23.0,186.0,254.0,644.0,0.91,0.07,0.0,17.7,0.867,0.0,0.947,1.414,0.003,0.002,0.12,1.251,26.0
27540060,13.76,8.07,20.55,0.9,2.92,212.0,48.0,0.214,0.22,4.994,0.0,0.231,47.0,0.43,0.0,0.7,0.27,0.5,246.0,1.54,24.0,256.0,236.0,709.0,1.3,0.063,0.0,18.6,3.61,0.0,1.914,1.351,0.003,0.003,0.121,1.196,37.0
27540070,12.77,9.4,23.3,1.5,2.42,232.0,41.0,0.24,0.239,4.873,0.0,0.206,45.0,0.38,0.0,0.6,0.16,3.6,208.0,1.83,22.0,281.0,230.0,792.0,1.09,0.06,0.0,18.5,4.157,0.0,2.216,1.583,0.002,0.002,0.139,1.408,34.0
27540080,13.72,2.66,24.28,1.1,2.87,176.0,1.0,0.26,0.149,7.073,0.0,0.282,55.0,0.08,0.0,0.1,0.27,0.1,103.0,1.76,26.0,191.0,248.0,763.0,0.68,0.068,0.0,17.8,0.683,0.0,0.729,1.106,0.002,0.001,0.101,0.967,27.0
27540090,14.9,7.23,20.87,0.9,2.86,208.0,49.0,0.219,0.187,5.838,0.0,0.246,48.0,0.33,0.0,0.7,0.35,0.5,245.0,1.53,27.0,259.0,231.0,807.0,1.11,0.061,0.0,18.6,3.458,0.0,1.734,1.097,0.002,0.003,0.106,0.962,38.0
27540120,12.42,13.7,18.32,1.0,3.18,246.0,11.0,0.197,0.154,4.214,0.0,0.124,46.0,0.14,0.5,0.0,0.73,30.2,83.0,1.43,19.0,125.0,177.0,473.0,0.88,0.069,0.0,16.2,2.429,0.0,3.488,7.116,0.001,0.001,0.838,6.259,44.0
27540121,13.08,13.83,17.06,2.1,3.13,245.0,11.0,0.16,0.145,4.255,0.0,0.147,34.0,0.14,0.5,0.0,0.77,31.9,67.0,1.36,29.0,143.0,201.0,469.0,1.04,0.091,0.0,17.6,2.395,0.0,3.467,7.015,0.001,0.001,0.821,6.169,44.0
27540122,12.89,16.56,16.99,1.3,2.65,269.0,38.0,0.178,0.189,3.682,0.0,0.11,38.0,0.28,0.5,0.4,0.66,29.4,149.0,1.41,18.0,200.0,177.0,603.0,1.0,0.059,0.0,16.5,4.511,0.0,4.101,6.608,0.001,0.001,0.771,5.818,48.0
27540123,15.08,7.48,23.09,1.0,2.62,222.0,1.0,0.378,0.224,6.156,0.0,0.277,51.0,0.29,0.0,0.2,0.24,0.1,101.0,1.86,24.0,207.0,283.0,769.0,1.29,0.085,0.0,26.2,2.253,0.0,2.763,1.923,0.002,0.002,0.132,1.692,31.0
27540124,15.81,10.35,20.62,0.9,2.64,241.0,38.0,0.33,0.244,5.326,0.0,0.25,46.0,0.46,0.0,0.7,0.3,0.4,211.0,1.66,25.0,258.0,264.0,802.0,1.54,0.077,0.0,25.6,4.187,0.0,3.262,1.804,0.002,0.003,0.132,1.588,39.0
27540125,15.98,7.65,21.38,2.4,2.56,220.0,1.0,0.328,0.213,6.212,0.0,0.308,34.0,0.29,0.1,0.2,0.3,2.5,79.0,1.76,38.0,231.0,315.0,765.0,1.51,0.115,0.0,28.2,2.207,0.0,2.733,1.785,0.002,0.002,0.109,1.569,31.0
27540126,16.58,10.5,19.13,2.1,2.59,239.0,38.0,0.286,0.233,5.374,0.0,0.277,31.0,0.46,0.0,0.7,0.35,2.5,192.0,1.58,36.0,279.0,293.0,798.0,1.72,0.104,0.0,27.4,4.148,0.0,3.237,1.685,0.002,0.003,0.112,1.483,39.0
27540127,15.99,10.55,18.43,0.8,2.47,234.0,44.0,0.306,0.246,5.204,0.0,0.256,42.0,0.49,0.0,0.8,0.31,0.5,222.0,1.52,25.0,270.0,271.0,814.0,1.58,0.072,0.0,25.2,4.421,0.0,3.231,1.692,0.002,0.003,0.123,1.488,41.0
27540130,15.92,4.4,24.86,0.8,9.07,204.0,6.0,0.218,0.195,5.059,0.0,0.151,36.0,0.24,0.6,0.0,0.44,2.0,61.0,1.61,21.0,148.0,217.0,531.0,1.03,0.08,0.0,20.5,1.027,0.0,1.529,1.051,0.0,0.0,0.089,0.949,52.0
27540131,16.47,4.42,23.3,2.0,8.38,199.0,6.0,0.17,0.167,5.293,0.0,0.183,29.0,0.17,0.2,0.0,0.47,2.2,67.0,1.52,32.0,170.0,239.0,513.0,1.24,0.108,0.0,20.7,0.986,0.0,1.497,0.979,0.0,0.001,0.078,0.887,52.0
27540132,12.17,13.46,27.48,1.7,3.07,281.0,4.0,0.281,0.149,5.009,0.0,0.22,52.0,0.18,0.8,0.1,1.82,18.5,77.0,1.78,25.0,154.0,209.0,571.0,0.63,0.09,0.0,21.4,3.072,0.0,3.928,5.596,0.002,0.0,0.345,5.211,21.0
27540139,14.62,8.06,29.8,4.4,2.73,251.0,0.0,0.263,0.164,4.723,0.0,0.207,28.0,0.14,0.3,0.1,0.9,6.5,107.0,3.09,55.0,216.0,262.0,446.0,1.48,0.17,0.0,25.4,1.562,0.0,2.259,3.777,0.0,0.0,0.156,3.616,16.0
27540145,10.78,19.09,26.41,2.0,1.98,320.0,12.0,0.261,0.165,4.729,0.0,0.204,51.0,0.1,0.3,0.1,1.76,17.1,51.0,1.64,22.0,311.0,205.0,775.0,0.54,0.08,0.0,15.4,7.622,0.0,4.387,5.423,0.002,0.0,0.34,5.046,20.0
27540146,12.17,13.46,27.48,1.7,3.07,281.0,4.0,0.281,0.149,5.009,0.0,0.22,52.0,0.18,0.8,0.1,1.82,18.5,77.0,1.78,25.0,154.0,209.0,571.0,0.63,0.09,0.0,21.4,3.072,0.0,3.928,5.596,0.002,0.0,0.345,5.211,21.0
27540147,13.2,15.34,24.66,1.5,3.03,291.0,37.0,0.249,0.176,4.394,0.0,0.203,47.0,0.35,0.7,0.5,1.68,16.5,180.0,1.61,26.0,208.0,202.0,626.0,0.94,0.083,0.0,21.6,4.739,0.0,4.238,5.026,0.002,0.001,0.318,4.675,29.0
27540152,21.5,6.18,19.4,0.7,2.82,226.0,5.0,0.262,0.241,7.665,0.0,0.536,41.0,0.18,0.5,0.0,0.92,5.3,60.0,1.59,25.0,173.0,258.0,430.0,0.82,0.07,0.0,28.5,1.389,0.0,1.777,1.93,0.003,0.002,0.157,1.7,57.0
27540153,21.36,9.05,17.55,0.6,2.81,243.0,39.0,0.231,0.257,6.692,0.0,0.477,37.0,0.36,0.4,0.5,0.89,4.9,168.0,1.44,26.0,226.0,244.0,504.0,1.11,0.065,0.0,27.7,3.315,0.0,2.372,1.818,0.003,0.003,0.153,1.602,61.0
27540160,12.17,13.46,27.48,1.7,3.07,281.0,4.0,0.281,0.149,5.009,0.0,0.22,52.0,0.18,0.8,0.1,1.82,18.5,77.0,1.78,25.0,154.0,209.0,571.0,0.63,0.09,0.0,21.4,3.072,0.0,3.928,5.596,0.002,0.0,0.345,5.211,21.0
27540175,12.45,11.67,28.11,1.7,3.14,269.0,4.0,0.287,0.152,5.125,0.0,0.225,53.0,0.18,0.8,0.1,1.64,15.6,79.0,1.82,26.0,158.0,214.0,503.0,0.64,0.092,0.0,21.9,2.458,0.0,3.366,5.058,0.002,0.0,0.318,4.7,21.0
27540176,13.46,13.82,25.16,1.5,3.09,280.0,38.0,0.254,0.18,4.482,0.0,0.207,48.0,0.36,0.7,0.5,1.52,14.0,184.0,1.64,26.0,212.0,206.0,568.0,0.96,0.085,0.0,22.0,4.236,0.0,3.754,4.545,0.002,0.001,0.293,4.218,30.0
27540185,13.08,11.7,26.3,3.1,2.34,263.0,4.0,0.231,0.12,5.395,0.0,0.262,44.0,0.11,0.3,0.1,1.67,15.9,85.0,1.71,39.0,183.0,240.0,482.0,0.88,0.124,0.0,22.1,2.411,0.0,3.329,4.976,0.002,0.001,0.305,4.628,21.0
27540186,14.01,13.84,23.58,2.7,2.4,275.0,38.0,0.205,0.152,4.718,0.0,0.239,41.0,0.29,0.3,0.5,1.55,14.2,190.0,1.55,38.0,234.0,228.0,550.0,1.17,0.112,0.0,22.1,4.195,0.0,3.722,4.474,0.002,0.002,0.282,4.156,30.0
27540195,21.82,4.84,19.69,0.7,2.86,216.0,5.0,0.266,0.244,7.78,0.0,0.544,41.0,0.19,0.5,0.0,0.78,3.1,61.0,1.62,26.0,176.0,262.0,408.0,0.83,0.071,0.0,28.9,0.943,0.0,1.359,1.505,0.003,0.002,0.135,1.295,58.0
27540196,21.64,7.92,17.78,0.6,2.85,235.0,40.0,0.234,0.26,6.779,0.0,0.483,38.0,0.36,0.4,0.5,0.77,3.0,170.0,1.46,26.0,229.0,247.0,487.0,1.12,0.066,0.0,28.1,2.952,0.0,2.017,1.446,0.003,0.003,0.134,1.249,62.0
27540205,22.46,4.87,17.84,2.1,2.04,210.0,5.0,0.208,0.212,8.057,0.0,0.582,33.0,0.11,0.0,0.0,0.82,3.4,67.0,1.51,39.0,202.0,288.0,387.0,1.08,0.103,0.0,29.1,0.895,0.0,1.322,1.421,0.003,0.003,0.122,1.222,58.0
27540206,22.19,7.94,16.17,1.8,2.14,230.0,40.0,0.185,0.232,7.02,0.0,0.517,30.0,0.29,0.0,0.5,0.8,3.3,176.0,1.37,38.0,251.0,270.0,468.0,1.34,0.094,0.0,28.2,2.91,0.0,1.984,1.373,0.003,0.004,0.122,1.185,62.0
27540210,12.68,16.68,24.42,2.0,1.86,299.0,37.0,0.236,0.171,4.471,0.0,0.201,47.0,0.28,0.3,0.5,1.59,17.3,181.0,1.68,26.0,242.0,203.0,694.0,0.87,0.081,0.0,20.0,5.423,0.0,4.568,5.194,0.002,0.001,0.332,4.828,29.0
27540300,20.83,10.42,17.3,1.2,1.61,252.0,39.0,0.218,0.252,6.771,0.0,0.476,37.0,0.29,0.0,0.5,0.8,5.7,169.0,1.51,26.0,261.0,245.0,574.0,1.04,0.063,0.0,26.1,4.017,0.0,2.71,1.99,0.003,0.003,0.168,1.759,61.0
27545100,20.03,7.69,20.68,0.7,3.0,234.0,14.0,0.269,0.246,6.825,0.0,0.396,43.0,0.87,0.5,0.1,0.18,2.0,76.0,2.3,27.0,190.0,222.0,356.0,2.12,0.133,0.0,29.4,1.908,0.0,2.33,2.44,0.005,0.006,0.16,2.153,54.0
27545110,20.7,7.72,18.74,2.2,2.15,227.0,14.0,0.209,0.212,7.115,0.0,0.436,34.0,0.78,0.0,0.1,0.21,2.3,83.0,2.19,41.0,217.0,250.0,334.0,2.38,0.167,0.0,29.6,1.857,0.0,2.291,2.351,0.005,0.007,0.146,2.076,54.0
27550000,14.46,8.15,25.7,0.9,3.13,235.0,10.0,0.296,0.185,4.141,0.0,0.18,55.0,1.06,0.5,0.3,1.02,11.6,73.0,1.89,24.0,185.0,229.0,462.0,0.55,0.069,0.0,27.9,2.426,0.0,2.268,2.822,0.053,0.025,0.184,2.55,34.0
27550100,15.27,10.95,22.85,0.8,3.08,252.0,45.0,0.259,0.21,3.585,0.0,0.167,50.0,1.13,0.5,0.8,0.98,10.4,187.0,1.69,25.0,239.0,218.0,537.0,0.9,0.064,0.0,27.1,4.344,0.0,2.837,2.578,0.046,0.022,0.176,2.328,42.0
27550110,12.74,11.18,19.39,1.0,2.22,231.0,14.0,0.213,0.167,3.077,0.0,0.115,68.0,1.6,1.7,0.2,1.88,15.4,123.0,1.66,28.0,166.0,180.0,436.0,2.18,0.425,0.0,30.5,1.922,0.0,3.256,5.423,0.031,0.047,0.614,4.676,76.0
27550120,13.86,15.93,19.37,1.0,2.22,279.0,34.0,0.279,0.187,5.685,0.0,0.301,55.0,1.5,1.3,5.2,2.32,15.4,85.0,1.59,24.0,170.0,227.0,419.0,0.62,0.076,0.0,22.6,2.971,0.0,4.638,6.722,0.42,0.321,0.67,4.969,56.0
27550121,13.86,15.93,19.37,1.0,2.22,279.0,34.0,0.279,0.187,5.685,0.0,0.301,55.0,1.5,1.3,5.2,2.32,15.4,85.0,1.59,24.0,170.0,227.0,419.0,0.62,0.076,0.0,22.6,2.971,0.0,4.638,6.722,0.42,0.321,0.67,4.969,56.0
27550122,13.86,15.93,19.37,1.0,2.22,279.0,34.0,0.279,0.187,5.685,0.0,0.301,55.0,1.5,1.3,5.2,2.32,15.4,85.0,1.59,24.0,170.0,227.0,419.0,0.62,0.076,0.0,22.6,2.971,0.0,4.638,6.722,0.42,0.321,0.67,4.969,56.0
27550150,11.32,9.82,24.67,1.1,1.91,234.0,28.0,0.274,0.136,3.127,0.0,0.113,60.0,0.5,0.0,0.1,2.24,8.2,107.0,1.82,23.0,177.0,113.0,439.0,0.88,0.152,0.0,24.8,1.514,0.0,3.696,3.855,0.035,0.035,0.415,3.339,68.0
27550200,15.0,4.34,27.4,3.5,2.51,209.0,17.0,0.268,0.139,4.329,0.0,0.254,36.0,0.77,0.0,0.3,0.82,6.1,100.0,1.76,54.0,230.0,280.0,387.0,1.17,0.143,0.0,27.3,1.007,0.0,1.112,1.588,0.041,0.02,0.146,1.368,29.0
27550300,15.27,10.95,22.85,0.8,3.08,252.0,45.0,0.259,0.21,3.585,0.0,0.167,50.0,1.13,0.5,0.8,0.98,10.4,187.0,1.69,25.0,239.0,218.0,537.0,0.9,0.064,0.0,27.1,4.344,0.0,2.837,2.578,0.046,0.022,0.176,2.328,42.0
27550400,14.48,8.16,25.74,0.9,3.13,236.0,10.0,0.296,0.186,4.147,0.0,0.181,56.0,1.06,0.5,0.3,1.03,11.6,73.0,1.89,24.0,185.0,230.0,403.0,0.56,0.069,0.0,27.9,2.43,0.0,2.271,2.826,0.053,0.025,0.184,2.553,34.0
27550405,15.29,10.96,22.88,0.8,3.08,252.0,45.0,0.259,0.21,3.59,0.0,0.167,50.0,1.13,0.5,0.8,0.98,10.4,187.0,1.69,25.0,240.0,219.0,487.0,0.9,0.064,0.0,27.2,4.35,0.0,2.841,2.581,0.046,0.022,0.176,2.331,42.0
27550410,15.16,8.19,23.77,2.4,2.26,229.0,10.0,0.235,0.151,4.442,0.0,0.221,46.0,0.98,0.0,0.3,1.06,11.9,80.0,1.78,38.0,213.0,257.0,381.0,0.82,0.104,0.0,28.1,2.379,0.0,2.231,2.736,0.053,0.025,0.17,2.476,34.0
27550415,15.88,10.98,21.18,2.1,2.33,247.0,45.0,0.206,0.18,3.844,0.0,0.202,42.0,1.06,0.0,0.8,1.01,10.6,193.0,1.59,37.0,263.0,243.0,468.0,1.13,0.094,0.0,27.3,4.306,0.0,2.806,2.504,0.046,0.023,0.164,2.264,42.0
27550420,16.06,3.29,21.21,0.8,3.08,180.0,16.0,0.242,0.165,4.226,0.0,0.22,48.0,1.29,0.6,0.4,0.64,3.2,69.0,1.58,25.0,209.0,261.0,379.0,0.54,0.062,0.0,30.4,0.766,0.0,0.822,1.248,0.065,0.031,0.121,1.02,41.0
27550425,14.73,12.44,22.61,1.4,1.79,262.0,45.0,0.245,0.205,3.674,0.0,0.166,50.0,1.06,0.0,0.8,0.88,11.2,188.0,1.76,24.0,278.0,220.0,562.0,0.83,0.062,0.0,25.4,5.103,0.0,3.203,2.766,0.046,0.022,0.192,2.499,42.0
27550510,17.87,7.96,21.87,1.0,2.37,234.0,18.0,0.27,0.233,5.029,0.0,0.134,55.0,4.97,0.0,2.7,1.23,1.5,306.0,3.12,34.0,322.0,273.0,371.0,1.12,0.158,0.0,39.6,1.214,0.0,2.468,3.691,0.283,0.264,0.366,2.715,79.0
27550720,9.86,11.76,18.33,1.0,3.16,218.0,14.0,0.184,0.121,5.035,0.0,0.149,44.0,0.9,0.5,0.4,0.7,29.9,85.0,1.75,19.0,91.0,142.0,429.0,0.56,0.063,0.0,31.2,1.954,0.0,2.586,6.819,0.068,0.009,0.813,5.913,18.0
27550730,10.96,13.5,16.94,0.9,3.12,233.0,40.0,0.167,0.146,4.52,0.0,0.142,41.0,0.95,0.4,0.8,0.7,27.0,170.0,1.62,20.0,142.0,143.0,489.0,0.82,0.06,0.0,30.3,3.457,0.0,2.984,6.216,0.061,0.009,0.742,5.394,25.0
27550735,10.52,11.89,17.07,2.1,3.12,217.0,14.0,0.147,0.112,5.076,0.0,0.172,32.0,0.9,0.5,0.4,0.74,31.7,68.0,1.68,29.0,109.0,166.0,425.0,0.72,0.086,0.0,32.7,1.92,0.0,2.564,6.717,0.068,0.009,0.796,5.823,18.0
27550737,11.55,13.62,15.81,1.9,3.08,232.0,40.0,0.134,0.138,4.557,0.0,0.162,30.0,0.95,0.5,0.8,0.74,28.6,155.0,1.55,29.0,158.0,165.0,486.0,0.96,0.08,0.0,31.6,3.427,0.0,2.965,6.126,0.061,0.009,0.726,5.313,25.0
27550755,10.59,14.82,16.99,1.3,2.64,244.0,40.0,0.166,0.159,4.417,0.0,0.132,36.0,0.96,0.4,0.8,0.63,29.1,150.0,1.7,18.0,170.0,146.0,564.0,0.72,0.054,0.0,30.0,4.085,0.0,3.293,6.342,0.061,0.009,0.749,5.508,25.0
27550800,9.89,11.75,17.24,1.0,2.15,216.0,6.0,0.18,0.106,2.224,0.0,0.074,52.0,0.64,2.8,0.0,1.01,26.6,116.0,1.48,24.0,114.0,150.0,540.0,1.46,0.349,0.0,26.8,1.941,0.0,2.592,6.859,0.045,0.059,0.817,5.905,62.0
27550801,9.89,11.75,17.24,1.0,2.15,216.0,6.0,0.18,0.106,2.224,0.0,0.074,52.0,0.64,2.8,0.0,1.01,26.6,116.0,1.48,24.0,114.0,150.0,540.0,1.46,0.349,0.0,26.8,1.941,0.0,2.592,6.859,0.045,0.059,0.817,5.905,62.0
27550802,9.89,11.75,17.24,1.0,2.15,216.0,6.0,0.18,0.106,2.224,0.0,0.074,52.0,0.64,2.8,0.0,1.01,26.6,116.0,1.48,24.0,114.0,150.0,540.0,1.46,0.349,0.0,26.8,1.941,0.0,2.592,6.859,0.045,0.059,0.817,5.905,62.0
27550803,9.89,11.75,17.24,1.0,2.15,216.0,6.0,0.18,0.106,2.224,0.0,0.074,52.0,0.64,2.8,0.0,1.01,26.6,116.0,1.48,24.0,114.0,150.0,540.0,1.46,0.349,0.0,26.8,1.941,0.0,2.592,6.859,0.045,0.059,0.817,5.905,62.0
27560130,9.87,13.33,28.49,1.2,3.71,274.0,0.0,0.285,0.2,4.001,0.0,0.141,61.0,0.23,0.0,0.4,0.4,0.9,169.0,2.34,21.0,161.0,215.0,764.0,0.97,0.081,0.0,19.0,3.992,0.0,5.328,3.183,0.003,0.002,0.204,2.842,44.0
27560140,11.48,15.65,24.9,1.0,3.57,287.0,41.0,0.245,0.226,3.404,0.0,0.132,54.0,0.43,0.0,0.9,0.45,1.2,282.0,2.05,22.0,225.0,205.0,801.0,1.29,0.073,0.0,19.5,5.885,0.0,5.493,2.857,0.003,0.003,0.192,2.55,51.0
27560150,10.89,13.53,26.54,2.8,3.64,272.0,0.0,0.228,0.187,4.064,0.0,0.176,41.0,0.23,0.1,0.4,0.46,3.7,144.0,2.23,36.0,188.0,252.0,759.0,1.21,0.116,0.0,21.2,3.94,0.0,5.295,3.026,0.003,0.002,0.177,2.702,44.0
27560160,12.34,15.82,23.24,2.4,3.51,285.0,41.0,0.197,0.214,3.458,0.0,0.161,37.0,0.43,0.1,0.9,0.5,3.5,260.0,1.96,35.0,248.0,237.0,797.0,1.5,0.103,0.0,21.4,5.841,0.0,5.464,2.724,0.003,0.003,0.17,2.432,51.0
27560300,8.57,12.02,26.96,1.0,7.54,250.0,48.0,0.141,0.155,2.786,0.0,0.117,60.0,0.48,0.5,0.4,0.6,5.8,72.0,1.9,17.0,224.0,125.0,668.0,0.85,0.072,0.0,27.6,3.466,0.0,4.732,3.354,0.003,0.004,0.193,3.055,44.0
27560350,11.42,20.85,19.22,0.7,2.68,310.0,2.0,0.185,0.222,3.135,0.0,0.102,30.0,0.59,0.1,0.6,0.43,4.7,69.0,2.0,16.0,122.0,264.0,708.0,1.7,0.076,0.0,15.8,8.07,0.0,8.706,1.471,0.0,0.002,0.131,1.377,40.0
27560520,15.05,17.14,25.8,1.2,2.89,321.0,5.0,0.449,0.219,5.409,0.0,0.26,57.0,0.56,0.0,0.4,0.42,0.1,121.0,2.39,24.0,151.0,236.0,1080.0,1.74,0.11,0.0,28.2,5.937,0.0,7.476,3.33,0.003,0.003,0.191,2.927,52.0
27560530,15.87,18.87,22.61,1.0,2.87,326.0,46.0,0.384,0.241,4.597,0.0,0.233,51.0,0.7,0.0,0.9,0.47,0.5,240.0,2.1,24.0,217.0,223.0,1070.0,1.95,0.098,0.0,27.3,7.532,0.0,7.311,2.981,0.003,0.004,0.181,2.623,58.0
27560540,16.07,17.34,23.84,2.8,2.82,319.0,5.0,0.392,0.205,5.473,0.0,0.296,37.0,0.56,0.1,0.4,0.49,2.9,95.0,2.29,39.0,179.0,273.0,1075.0,1.99,0.145,0.0,30.5,5.885,0.0,7.442,3.173,0.003,0.003,0.164,2.788,52.0
27560550,16.73,19.04,20.96,2.4,2.81,325.0,46.0,0.336,0.23,4.65,0.0,0.263,34.0,0.7,0.1,0.9,0.52,2.8,219.0,2.0,37.0,240.0,254.0,1065.0,2.16,0.128,0.0,29.3,7.488,0.0,7.282,2.848,0.003,0.004,0.159,2.505,58.0
